seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,286247.19671007583,2.0167578363537904,0.5090403695276978,3.902630682544854,0.3918441315064253,98.066,98.066,0.9637789619945828,29,
2AB,id:pelvis_ty_force,least_squares,True,253588.82264337363,1.9651667118965843,0.3958305118909736,3.4978454173442133,0.6156150952038159,98.066,98.066,0.9521993930408212,29,
3AB,id:pelvis_ty_force,least_squares,True,180695.8272014673,1.896306119369079,0.4795464002212662,3.679463370731343,0.3956958945312701,98.066,98.066,0.9512825612992536,25,
4AB,id:pelvis_ty_force,least_squares,True,217041.8992305637,1.9097288535372523,0.3998065939402145,3.684856665651688,0.4197127132206263,98.066,98.066,0.9568575985920644,19,
5AB,id:pelvis_ty_force,least_squares,True,131746.5360195464,1.9519816644238424,0.2764362244268293,3.5998381209524206,0.3879953593390111,98.066,98.066,0.946067387460746,20,
6AB,id:pelvis_ty_force,least_squares,True,162938.11076041637,2.003314836490888,0.3414479213672491,3.678737161480978,0.5066636269344463,98.066,98.066,0.940794899691404,20,
7AB,id:pelvis_ty_force,least_squares,True,181143.10065773065,1.9855211137719733,0.4432221134412927,3.7824878122906753,0.4741296353527964,98.066,98.066,0.9389633015120268,30,
9AB,id:pelvis_ty_force,least_squares,True,183584.555058635,1.983393913632622,0.4323716487979943,3.888672325750768,0.4635742872898618,98.066,98.066,0.9474942606379936,27,
10AB,id:pelvis_ty_force,least_squares,True,97549.6324346129,1.9142095224901703,0.4167918725442989,3.699249007209892,0.5711886613285168,98.066,98.066,0.941980828557638,28,
11AB,id:pelvis_ty_force,least_squares,True,174860.09849723266,1.8830834361878173,0.400085421860123,3.674392215517628,0.4629059310223003,98.066,98.066,0.9412719357381562,32,
1BC,id:pelvis_ty_force,least_squares,True,102090.17121116717,2.149647753578026,0.1826612998400644,3.54200446995018,0.4012761532703953,98.066,98.066,0.952503930842094,29,
2BC,id:pelvis_ty_force,least_squares,True,101592.0877454912,2.21050311517493,0.1647126667345675,3.520563379227261,0.4184827559312398,98.066,98.066,0.9586047559616712,27,
3BC,id:pelvis_ty_force,least_squares,True,110779.53066132824,2.147642980717143,0.1672649740879288,3.4511792151843848,0.49527233867175,98.066,98.066,0.9516408428797252,26,
4BC,id:pelvis_ty_force,least_squares,True,88490.54488810766,2.1260197029542227,0.2106915493502101,3.440707769463569,0.4594488806148355,98.066,98.066,0.9487898958604506,18,
5BC,id:pelvis_ty_force,least_squares,True,88324.02353709572,2.117272886182679,0.2449463488448033,3.62230004606876,0.3601851661366835,98.066,98.066,0.945115140767542,18,
6BC,id:pelvis_ty_force,least_squares,True,93985.89533270385,2.211601695396934,0.1575033135020346,3.5758914849981336,0.4208345389627226,98.066,98.066,0.9451579197873144,26,
7BC,id:pelvis_ty_force,least_squares,True,109220.29005767975,2.177618134666617,0.1705336646629749,3.408031320879462,0.454419960607301,98.066,98.066,0.9472281642505268,31,
8BC,id:pelvis_ty_force,least_squares,True,87568.69636533255,2.1637748737502824,0.2224362054555708,3.5462640194599304,0.393234390199551,98.066,98.066,0.943136449188082,17,
9BC,id:pelvis_ty_force,least_squares,True,122662.7838241338,2.1689581811707384,0.1893844661113964,3.563170035768477,0.4127051645192023,98.066,98.066,0.947304834143312,21,
10BC,id:pelvis_ty_force,least_squares,True,90547.9963295934,2.1471916207515225,0.1812734119057675,3.4184579127703474,0.4371407312896025,98.066,98.066,0.9430552476443438,27,
11BC,id:pelvis_ty_force,least_squares,True,95453.63007443796,2.1231311865464235,0.2422010874668706,3.437978033653865,0.4126553861478857,98.066,98.066,0.9429780615635808,23,
1CA,id:pelvis_ty_force,least_squares,True,137196.23073181778,2.1537436521182283,0.1261714067772847,4.05430351684028,0.5870420634490916,98.066,98.066,0.9563078663619098,24,
2CA,id:pelvis_ty_force,least_squares,True,138242.0052792072,2.211937139477977,0.1376192736776364,3.8804535176164254,0.4752551699515079,98.066,98.066,0.9578238038817796,20,
3CA,id:pelvis_ty_force,least_squares,True,164672.09656906367,2.223313143292681,0.1235135397838637,3.9523880394191897,0.5085738001771546,98.066,98.066,0.955969449385428,38,
4CA,id:pelvis_ty_force,least_squares,True,118837.57526320228,2.1961840825187,0.1522582831310008,4.040489012742945,0.3525000309596177,98.066,98.066,0.9428957608661316,17,
5CA,id:pelvis_ty_force,least_squares,True,140386.75250021557,2.1221837198144646,0.1434661195326022,3.84864300478398,0.3368512027148803,98.066,98.066,0.9452998521044051,27,
6CA,id:pelvis_ty_force,least_squares,True,144818.1258466754,2.2540849704618244,0.1426145980910702,3.9560389438463455,0.3959678424012683,98.066,98.066,0.9461921453918786,19,
7CA,id:pelvis_ty_force,least_squares,True,125739.77828817442,2.149950864061215,0.15874573552428,3.801093267112166,0.4468359307943735,98.066,98.066,0.948368486507486,17,
8CA,id:pelvis_ty_force,least_squares,True,116491.44745391863,2.18897505662649,0.1123971626018002,3.785286942213231,0.3947907452355957,98.066,98.066,0.9396661242498552,23,
9CA,id:pelvis_ty_force,least_squares,True,97427.0893355384,2.2640454852789795,0.1264349962926123,3.9295282658359327,0.40182937261087,98.066,98.066,0.950700178327281,19,
10CA,id:pelvis_ty_force,least_squares,True,119274.62752234786,2.1417075282845395,0.1189464398679142,3.800310292634655,0.4253131333798209,98.066,98.066,0.9462300209172854,50,
11CA,id:pelvis_ty_force,least_squares,True,104711.50042317546,2.14370755668585,0.14104575402739397,3.7015458854947987,0.49794041039533266,98.066,98.066,0.9488076902200323,26,
