time,residual,w_smooth,w_rect
0.01,56.9411555,0.0,0.0
0.02,56.28705286,0.0,0.0
0.03,55.62717661,0.0,0.0
0.04,55.0324208,0.0,0.0
0.05,54.58927025,0.0,0.0
0.06,54.40710684,0.0,0.0
0.07,54.60382707,0.0,0.0
0.08,55.26764388,0.0,0.0
0.09,56.41372235,0.0,0.0
0.1,57.96281723,0.0,0.0
0.11,59.75767444,0.0,0.0
0.12,61.61080765,0.0,0.0
0.13,63.36286632,0.0,0.0
0.14,64.93619995,0.0,0.0
0.15,66.37596801,0.0,0.0
0.16,67.86126485,0.0,0.0
0.17,69.66235852,0.0,0.0
0.18,72.04501936,0.0,0.0
0.19,75.15955384,0.0,0.0
0.2,78.9600013,0.0,0.0
0.21,83.18458878,0.0,0.0
0.22,87.40799491,0.0,0.0
0.23,91.14380279,0.0,0.0
0.24,93.95330156,0.0,0.0
0.25,95.52724277,0.0,0.0
0.26,95.72778936,0.0,0.0
0.27,94.59023646,0.0,0.0
0.28,92.29379815,0.0,0.0
0.29,89.11600006,0.0,0.0
0.3,85.37945774,0.0,0.0
0.31,81.39047956,0.0,0.0
0.32,77.37278445,0.0,0.0
0.33,73.41468566,0.0,0.0
0.34,69.45666088,0.0,0.0
0.35,65.33761189,0.0,0.0
0.36,60.88984915,0.0,0.0
0.37,56.04038857,0.0,0.0
0.38,50.86334683,0.0,0.0
0.39,45.55823558,0.0,0.0
0.4,40.3790699,0.0,0.0
0.41,35.55833455,0.0,0.0
0.42,31.2565078,0.0,0.0
0.43,27.55153886,0.0,0.0
0.44,24.4725502,0.0,0.0
0.45,22.05634321,0.0,0.0
0.46,20.3820108,0.0,0.0
0.47,19.56064366,0.0,0.0
0.48,19.68986415,0.0,0.0
0.49,20.79341818,0.0,0.0
0.5,22.77247968,0.0,0.0
0.51,25.39410462,0.0,0.0
0.52,28.32543568,0.0,0.0
0.53,31.20330297,0.0,0.0
0.54,33.72026236,0.0,0.0
0.55,35.7027689,0.0,0.0
0.56,37.14921381,0.0,0.0
0.57,38.20059848,0.0,0.0
0.58,39.05483707,0.0,0.0
0.59,39.87701072,0.0,0.0
0.6,40.75146412,0.0,0.0
0.61,41.68477712,0.0,0.0
0.62,42.64566983,0.0,0.0
0.63,43.61663284,0.0,0.0
0.64,44.63153621,0.0,0.0
0.65,45.78527186,0.0,0.0
0.66,47.21883947,0.0,0.0
0.67,49.09222052,0.0,0.0
0.68,51.53968695,0.0,0.0
0.69,54.60263382,0.0,0.0
0.7,58.17477283,0.0,0.0
0.71,61.99495935,0.0,0.0
0.72,65.69070883,0.0,0.0
0.73,68.86589975,0.0,0.0
0.74,71.19304469,0.0,0.0
0.75,72.43098104,0.0,0.0
0.76,72.34780767,0.0,0.0
0.77,70.62667922,0.0,0.0
0.78,66.84220242,0.006938102395442175,1.0
0.79,60.54416641,0.09248539311598272,1.0
0.8,51.43359193,0.2502534084920819,1.0
0.81,39.56255186,0.4481363317472774,1.0
0.82,25.46814252,0.6540283461051044,1.0
0.83,10.18725234,0.8358236347891052,1.0
0.84,-4.85660166,0.9614163810228151,1.0
0.85,-18.08044227,1.0,1.0
0.86,-28.04451383,1.0,1.0
0.87,-33.76353397,1.0,1.0
0.88,-34.94060485,1.0,1.0
0.89,-32.04095275,1.0,1.0
0.9,-26.16506098,1.0,1.0
0.91,-18.75973014,1.0,1.0
0.92,-11.27954717,1.0,1.0
0.93,-4.92236828,1.0,1.0
0.94,-0.5012494,1.0,1.0
0.95,1.5614969,1.0,1.0
0.96,1.18088733,1.0,1.0
0.97,-1.43808163,1.0,1.0
0.98,-5.8221871,1.0,1.0
0.99,-11.25703407,1.0,1.0
1.0,-16.8560772,1.0,1.0
1.01,-21.6811321,1.0,1.0
1.02,-24.90717074,1.0,1.0
1.03,-26.0148354,1.0,1.0
1.04,-24.95558105,1.0,1.0
1.05,-22.20186684,1.0,1.0
1.06,-18.62946882,1.0,1.0
1.07,-15.25850076,1.0,1.0
1.08,-12.94707759,1.0,1.0
1.09,-12.15121333,1.0,1.0
1.1,-12.82932945,1.0,1.0
1.11,-14.50298974,1.0,1.0
1.12,-16.4319851,1.0,1.0
1.13,-17.84467538,1.0,1.0
1.14,-18.1660593,1.0,1.0
1.15,-17.1882165,1.0,1.0
1.16,-15.13433754,1.0,1.0
1.17,-12.58938818,1.0,1.0
1.18,-10.31216959,1.0,1.0
1.19,-8.99123889,1.0,1.0
1.2,-9.0268881,1.0,1.0
1.21,-10.40782436,1.0,1.0
1.22,-12.72596814,1.0,1.0
1.23,-15.33017184,1.0,1.0
1.24,-17.55949212,1.0,1.0
1.25,-18.95378128,1.0,1.0
1.26,-19.35803223,1.0,1.0
1.27,-18.90053533,1.0,1.0
1.28,-17.88121218,1.0,1.0
1.29,-16.63884747,1.0,1.0
1.3,-15.45348606,1.0,1.0
1.31,-14.49889354,1.0,1.0
1.32,-13.84370823,1.0,1.0
1.33,-13.49064341,1.0,1.0
1.34,-13.41691599,1.0,1.0
1.35,-13.58314913,1.0,1.0
1.36,-13.9171683,1.0,1.0
1.37,-14.30373002,1.0,1.0
1.38,-14.60544618,1.0,1.0
1.39,-14.71440216,1.0,1.0
1.4,-14.60864016,1.0,1.0
1.41,-14.37561226,1.0,1.0
1.42,-14.19936469,1.0,1.0
1.43,-14.29158728,1.0,1.0
1.44,-14.79657471,1.0,1.0
1.45,-15.71558007,1.0,1.0
1.46,-16.88560276,1.0,1.0
1.47,-18.02226087,1.0,1.0
1.48,-18.81363925,1.0,1.0
1.49,-19.02565082,1.0,1.0
1.5,-18.56976372,1.0,1.0
1.51,-17.51255342,1.0,1.0
1.52,-16.04508744,1.0,1.0
1.53,-14.45114338,1.0,1.0
1.54,-13.07750365,1.0,1.0
1.55,-12.39112728,1.0,1.0
1.56,-12.8425152,1.0,1.0
1.57,-14.77757981,1.0,1.0
1.58,-18.25547322,1.0,1.0
1.59,-22.84488446,1.0,1.0
1.6,-27.52545487,1.0,1.0
1.61,-30.84336375,1.0,1.0
1.62,-31.36667274,1.0,1.0
1.63,-28.29227307,1.0,1.0
1.64,-21.85131171,1.0,1.0
1.65,-13.48066667,1.0,1.0
1.66,-5.35016186,1.0,1.0
1.67,0.40995882,1.0,1.0
1.68,2.37911257,1.0,1.0
1.69,0.26968657,1.0,1.0
1.7,-5.04150395,1.0,1.0
1.71,-11.83410967,1.0,1.0
1.72,-18.08248122,1.0,1.0
1.73,-22.06385282,1.0,1.0
1.74,-22.83166895,1.0,1.0
1.75,-20.51535427,1.0,1.0
1.76,-16.2899717,1.0,1.0
1.77,-11.93701157,1.0,1.0
1.78,-9.14029561,1.0,1.0
1.79,-8.77253489,1.0,1.0
1.8,-10.51780681,1.0,1.0
1.81,-13.13895452,1.0,1.0
1.82,-15.10440888,1.0,1.0
1.83,-15.30714329,1.0,1.0
1.84,-13.48877174,1.0,1.0
1.85,-10.22338687,1.0,1.0
1.86,-6.57114467,1.0,1.0
1.87,-3.62558941,1.0,1.0
1.88,-2.12106272,1.0,1.0
1.89,-2.19557978,1.0,1.0
1.9,-3.39704688,1.0,1.0
1.91,-4.95701734,1.0,1.0
1.92,-6.20534351,1.0,1.0
1.93,-6.91009503,1.0,1.0
1.94,-7.36034349,1.0,1.0
1.95,-8.13045239,1.0,1.0
1.96,-9.69614023,1.0,1.0
1.97,-12.08848271,1.0,1.0
1.98,-14.79383875,1.0,1.0
1.99,-16.95351449,1.0,1.0
2.0,-17.76781299,1.0,1.0
2.01,-16.87759812,1.0,1.0
2.02,-14.53272534,1.0,1.0
2.03,-11.493932,1.0,1.0
2.04,-8.72312911,1.0,1.0
2.05,-7.00417753,1.0,1.0
2.06,-6.6735631,1.0,1.0
2.07,-7.56890905,1.0,1.0
2.08,-9.1827774,1.0,1.0
2.09,-10.91760662,1.0,1.0
2.1,-12.31134849,1.0,1.0
2.11,-13.1565736,1.0,1.0
2.12,-13.5121556,1.0,1.0
2.13,-13.63432147,1.0,1.0
2.14,-13.8592593,1.0,1.0
2.15,-14.47566202,1.0,1.0
2.16,-15.61212559,1.0,1.0
2.17,-17.16835058,1.0,1.0
2.18,-18.82406385,1.0,1.0
2.19,-20.12833524,1.0,1.0
2.2,-20.64326662,1.0,1.0
2.21,-20.09700185,1.0,1.0
2.22,-18.48994036,1.0,1.0
2.23,-16.11763846,1.0,1.0
2.24,-13.49764806,1.0,1.0
2.25,-11.21179265,1.0,1.0
2.26,-9.71752001,1.0,1.0
2.27,-9.20730899,1.0,1.0
2.28,-9.57747388,1.0,1.0
2.29,-10.51232704,1.0,1.0
2.3,-11.63002237,1.0,1.0
2.31,-12.62431316,1.0,1.0
2.32,-13.35657271,1.0,1.0
2.33,-13.86349855,1.0,1.0
2.34,-14.26385302,1.0,1.0
2.35,-14.61574017,1.0,1.0
2.36,-14.83890772,1.0,1.0
2.37,-14.75348445,1.0,1.0
2.38,-14.18211224,1.0,1.0
2.39,-13.0602346,1.0,1.0
2.4,-11.50771849,1.0,1.0
2.41,-9.80543882,1.0,1.0
2.42,-8.2906691,1.0,1.0
2.43,-7.23583028,1.0,1.0
2.44,-6.74634749,1.0,1.0
2.45,-6.70563913,1.0,1.0
2.46,-6.79593052,1.0,1.0
2.47,-6.59579453,1.0,1.0
2.48,-5.73112668,1.0,1.0
2.49,-4.02296368,1.0,1.0
2.5,-1.54672669,0.9977869379650942,1.0
2.51,1.43436974,0.9845284805989054,1.0
2.52,4.6004676,0.9603345163599665,1.0
2.53,7.68913276,0.9263908391836744,1.0
2.54,10.56487094,0.8838832430054211,1.0
2.55,13.23617384,0.8339975217606053,1.0
2.56,15.82617977,0.7779194693846174,1.0
2.57,18.53644444,0.7168348798128575,1.0
2.58,21.61791772,0.6519295469807151,1.0
2.59,25.32157062,0.5843892648235909,1.0
2.6,29.82158838,0.5153998272768737,1.0
2.61,35.13494396,0.44614702827596453,1.0
2.62,41.0630165,0.3778166617562524,1.0
2.63,47.18756326,0.3115945216531383,1.0
2.64,52.95355866,0.24866640190201084,1.0
2.65,57.83354478,0.19021809643827114,1.0
2.66,61.50900675,0.13743539919730874,1.0
2.67,63.97503336,0.09150410411452281,1.0
2.68,65.51117365,0.05361000512530523,1.0
2.69,66.53534162,0.024938896165052737,1.0
2.7,67.41536089,0.006676571169159429,1.0
2.71,68.32435513,8.824073020941015e-06,1.0
2.72,69.19923667,0.0,0.0
2.73,69.8238259,0.0,0.0
2.74,69.99399953,0.0,0.0
2.75,69.65932692,0.0,0.0
2.76,68.95978582,0.0,0.0
2.77,68.16334735,0.0,0.0
2.78,67.54750072,0.0,0.0
2.79,67.27660832,0.0,0.0
2.8,67.33520404,0.0,0.0
2.81,67.55175641,0.0,0.0
2.82,67.69149794,0.0,0.0
2.83,67.55372837,0.0,0.0
2.84,67.02211318,0.0,0.0
2.85,66.07763515,0.0,0.0
2.86,64.79798377,0.0,0.0
2.87,63.32953165,0.0,0.0
2.88,61.84446116,0.0,0.0
2.89,60.51859181,0.0,0.0
2.9,59.51099278,0.0,0.0
2.91,58.92543464,0.0,0.0
2.92,58.79584975,0.0,0.0
2.93,59.09618206,0.0,0.0
2.94,59.81979922,0.0,0.0
2.95,61.02401506,0.0,0.0
2.96,62.81427488,0.0,0.0
2.97,65.26988056,0.0,0.0
2.98,68.3372441,0.0,0.0
2.99,71.770838,0.0,0.0
3.0,75.15454593,0.0,0.0
3.01,77.99929631,0.0,0.0
3.02,79.85848139,0.0,0.0
3.03,80.39652036,0.0,0.0
3.04,79.40471312,0.0,0.0
3.05,76.81438727,0.0,0.0
3.06,72.69953966,0.0,0.0
3.07,67.39625788,0.0,0.0
3.08,61.38788309,0.0,0.0
3.09,55.2809744,0.0,0.0
3.1,49.65780268,0.0,0.0
3.11,44.94523262,0.0,0.0
3.12,41.36687334,0.0,0.0
3.13,38.94652188,0.0,0.0
3.14,37.52948273,0.0,0.0
3.15,36.85992861,0.0,0.0
3.16,36.61061066,0.0,0.0
3.17,36.44972535,0.0,0.0
3.18,36.09501578,0.0,0.0
3.19,35.38219749,0.0,0.0
3.2,34.32349995,0.0,0.0
3.21,33.1162225,0.0,0.0
3.22,32.09237422,0.0,0.0
3.23,31.62352602,0.0,0.0
3.24,31.96991486,0.0,0.0
3.25,33.30201736,0.0,0.0
3.26,35.6229979,0.0,0.0
3.27,38.75019824,0.0,0.0
3.28,42.33252367,0.0,0.0
3.29,45.90149534,0.0,0.0
3.3,48.94760171,0.0,0.0
3.31,51.01388661,0.0,0.0
3.32,51.7906663,0.0,0.0
3.33,51.17937092,0.0,0.0
3.34,49.3347876,0.0,0.0
3.35,46.62529336,0.0,0.0
3.36,43.5398546,0.0,0.0
3.37,40.56755341,0.0,0.0
3.38,38.09246474,0.0,0.0
3.39,36.35711299,0.0,0.0
3.4,35.49431515,0.0,0.0
3.41,35.58250757,0.0,0.0
3.42,36.6648846,0.0,0.0
3.43,38.70725532,0.0,0.0
3.44,41.53029232,0.0,0.0
3.45,44.7886707,0.0,0.0
3.46,48.04595524,0.0,0.0
3.47,50.91497855,0.0,0.0
3.48,53.17264563,0.0,0.0
3.49,54.77892723,0.0,0.0
3.5,55.8064472,0.0,0.0
3.51,56.34647191,0.0,0.0
3.52,56.45553509,0.0,0.0
3.53,56.16356734,0.0,0.0
3.54,55.52046421,0.0,0.0
3.55,54.63624779,0.0,0.0
3.56,53.68662033,0.0,0.0
3.57,52.8862668,0.0,0.0
3.58,52.44195928,0.0,0.0
3.59,52.49827305,0.0,0.0
3.6,53.09237866,0.0,0.0
3.61,54.13298005,0.0,0.0
3.62,55.41420898,0.0,0.0
3.63,56.66609782,0.0,0.0
3.64,57.62801518,0.0,0.0
3.65,58.11977638,0.0,0.0
3.66,58.08588533,0.0,0.0
3.67,57.59838934,0.0,0.0
3.68,56.82005914,0.0,0.0
3.69,55.94846948,0.0,0.0
3.7,55.16710265,0.0,0.0
3.71,54.61464161,0.0,0.0
3.72,54.3740583,0.0,0.0
3.73,54.47988511,0.0,0.0
3.74,54.93225994,0.0,0.0
3.75,55.69949887,0.0,0.0
