time,residual,w_smooth,w_rect
0.01,56.95106804,0.0,0.0
0.02,58.07141849,0.0,0.0
0.03,59.07406891,0.0,0.0
0.04,59.90857199,0.0,0.0
0.05,60.5455786,0.0,0.0
0.06,60.97127796,0.0,0.0
0.07,61.17707924,0.0,0.0
0.08,61.14788153,0.0,0.0
0.09,60.86286401,0.0,0.0
0.1,60.31697819,0.0,0.0
0.11,59.55400818,0.0,0.0
0.12,58.68584894,0.0,0.0
0.13,57.87655355,0.0,0.0
0.14,57.29460683,0.0,0.0
0.15,57.05695857,0.0,0.0
0.16,57.18779461,0.0,0.0
0.17,57.60727935,0.0,0.0
0.18,58.15638109,0.0,0.0
0.19,58.64933921,0.0,0.0
0.2,58.93561267,0.0,0.0
0.21,58.94760327,0.0,0.0
0.22,58.70768402,0.0,0.0
0.23,58.29496237,0.0,0.0
0.24,57.77729108,0.0,0.0
0.25,57.18346196,0.0,0.0
0.26,56.51317258,0.0,0.0
0.27,55.78840322,0.0,0.0
0.28,55.10640839,0.0,0.0
0.29,54.62175679,0.0,0.0
0.3,54.44367169,0.0,0.0
0.31,54.50176772,0.0,0.0
0.32,54.47919542,0.0,0.0
0.33,53.91092958,0.0,0.0
0.34,52.32411643,0.0,0.0
0.35,49.52162373,0.0,0.0
0.36,45.69328443,0.0,0.0
0.37,41.39473501,0.0,0.0
0.38,37.4059329,0.0,0.0
0.39,34.48333802,0.0,0.0
0.4,33.11140629,0.0,0.0
0.41,33.32762674,0.0,0.0
0.42,34.69298891,0.0,0.0
0.43,36.42424457,0.0,0.0
0.44,37.66526854,0.0,0.0
0.45,37.79514431,0.0,0.0
0.46,36.64145606,0.0,0.0
0.47,34.49976916,0.0,0.0
0.48,31.96090725,0.0,0.0
0.49,29.63372086,0.0,0.0
0.5,27.92974025,0.0,0.0
0.51,27.02500055,0.0,0.0
0.52,26.99306815,0.0,0.0
0.53,27.96481145,0.0,0.0
0.54,30.14694079,0.0,0.0
0.55,33.73282522,0.0,0.0
0.56,38.75843265,0.0,0.0
0.57,44.96038761,0.0,0.0
0.58,51.68142308,0.0,0.0
0.59,57.86062957,0.0,0.0
0.6,62.21684936,0.0,0.0
0.61,63.62695297,0.0,0.0
0.62,61.55546715,0.0,0.0
0.63,56.33729979,0.0,0.0
0.64,49.19124015,0.0,0.0
0.65,41.95656585,0.0,0.0
0.66,36.6228316,0.0,0.0
0.67,34.770908,0.0,0.0
0.68,37.08155453,0.0,0.0
0.69,43.09324031,0.0,0.0
0.7,51.33243925,0.0,0.0
0.71,59.77645953,0.0,0.0
0.72,66.46434002,0.0,0.0
0.73,70.04426852,0.0,0.0
0.74,70.106669,0.0,0.0
0.75,67.23024312,0.0,0.0
0.76,62.73662989,0.0,0.0
0.77,58.25483222,0.0,0.0
0.78,55.22449448,0.0,0.0
0.79,54.48934876,0.0,0.0
0.8,56.12488403,0.0,0.0
0.81,59.55731741,0.0,0.0
0.82,63.88550994,0.0,0.0
0.83,68.232675,0.0,0.0
0.84,71.98105799,0.0,0.0
0.85,74.83874328,0.0,0.0
0.86,76.786118,0.0,0.0
0.87,77.98147719,0.0,0.0
0.88,78.67407995,0.0,0.0
0.89,79.13723602,0.0,0.0
0.9,79.6238965,0.0,0.0
0.91,80.34278907,0.0,0.0
