cond,seg,hand,axis,app,RMSE_full,RMSE_q1,RMSE_q2,RMSE_q3,RMSE_q4,section
15kg_10bpm,5AB,L,ML,preRiCTO,20.865578892812117,20.445015619775408,22.212349205613585,25.64675210318959,13.507882707975146,AB
15kg_10bpm,5AB,L,Resultant,HeavyHand,26.397720892868772,24.26625451430477,8.620964937628123,6.945495554123276,44.97670558385172,AB
15kg_10bpm,5AB,L,Resultant,postRiCTO,6.677203585404044,5.515724371824317,8.744438819543374,6.953268185526791,4.891832745862746,AB
15kg_10bpm,5AB,L,Resultant,preRiCTO,25.83766018166717,24.43731312711255,8.744438819543374,6.953268185526791,43.57847365119514,AB
15kg_10bpm,5AB,L,Vertical,HeavyHand,27.71794211959122,28.521058101072366,8.339965176856023,1.8850317639824332,46.173892836739974,AB
15kg_10bpm,5AB,L,Vertical,postRiCTO,5.798757409762079,7.098853681960109,8.456485294902343,1.8644821704613086,3.172176604149042,AB
15kg_10bpm,5AB,L,Vertical,preRiCTO,27.23701769507565,28.753319924233757,8.456485294902343,1.8644821704613086,44.88610472235561,AB
15kg_10bpm,5AB,R,AP,HeavyHand,16.492129712593268,5.020892544440192,12.914590243201342,24.345545366384375,17.379790464319598,AB
15kg_10bpm,5AB,R,AP,postRiCTO,16.1054672329353,5.141255591995573,12.966056932597866,24.319642109334676,15.869770743476941,AB
15kg_10bpm,5AB,R,AP,preRiCTO,16.48783571342461,5.0809288678784705,12.966056932597866,24.319642109334676,17.345177567612843,AB
15kg_10bpm,5AB,R,ML,HeavyHand,19.645142683004817,22.62085040123227,16.458724325362986,17.435544940066183,21.31659435595087,AB
15kg_10bpm,5AB,R,ML,postRiCTO,19.089756456553655,22.30395279156235,16.455874520628363,17.422921201336923,19.622192567199896,AB
15kg_10bpm,5AB,R,ML,preRiCTO,19.63731026332772,22.631571818197667,16.455874520628363,17.422921201336923,21.289640476853176,AB
15kg_10bpm,5AB,R,Resultant,HeavyHand,24.287881184631082,23.536703767585504,4.51864441240013,3.140586687982358,41.59029657933187,AB
15kg_10bpm,5AB,R,Resultant,postRiCTO,5.385799087755073,7.889595090969237,4.440824260486676,3.1632210827904617,4.923940934218267,AB
15kg_10bpm,5AB,R,Resultant,preRiCTO,23.877027561509315,24.005346560898058,4.440824260486676,3.1632210827904617,40.39790940015512,AB
15kg_10bpm,5AB,R,Vertical,HeavyHand,25.933844095798367,25.869936540374674,9.075916197941355,3.186210769084595,43.36098297814271,AB
15kg_10bpm,5AB,R,Vertical,postRiCTO,6.483582099149899,8.110274177701388,9.056856318841424,3.15678963650494,3.40535584839303,AB
15kg_10bpm,5AB,R,Vertical,preRiCTO,25.562912066143166,26.393171153647618,9.056856318841424,3.15678963650494,42.19229037079145,AB
15kg_10bpm,6AB,L,AP,HeavyHand,17.716536649638766,9.492309309907967,10.719293109317636,21.291742692785792,24.21284271772196,AB
15kg_10bpm,6AB,L,AP,postRiCTO,16.804222201917543,8.254268514067073,10.735264906190979,21.235032143000005,22.068890372742082,AB
15kg_10bpm,6AB,L,AP,preRiCTO,17.706192765146405,9.433717310865868,10.735264906190979,21.235032143000005,24.246528189497933,AB
15kg_10bpm,6AB,L,ML,HeavyHand,16.026671781801078,16.36757598379341,11.32448106230025,20.359180136871124,14.775674238851398,AB
15kg_10bpm,6AB,L,ML,postRiCTO,15.559447988952169,16.485644336672145,11.315046954474028,20.356593209745377,12.55265447977703,AB
15kg_10bpm,6AB,L,ML,preRiCTO,16.04176327633701,16.404542634989447,11.315046954474028,20.356593209745377,14.810209870497557,AB
