seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,1921158.653135676,4.160066359510601,0.0920945122989117,5.352345703462129,0.1206204793428747,68.6462,68.6462,1.41581377549225,22,
2AB,id:pelvis_ty_force,least_squares,True,1924004.449958212,3.801031337130066,0.2006757039972386,4.847229232085671,0.2775813493221449,68.6462,68.6462,0.9824343009975391,17,
3AB,id:pelvis_ty_force,least_squares,True,1068797.397549851,1.2437379401235966,0.1256426376932858,2.7215607667739308,0.7999999999999999,68.6462,68.6462,0.9287329083180188,22,
4AB,id:pelvis_ty_force,least_squares,True,1219398.6119929254,1.7396883870920965,0.0948017035120519,2.6123500388856047,0.2590733484159031,68.6462,68.6462,0.9650951164898892,26,
5AB,id:pelvis_ty_force,least_squares,True,1667215.1475124424,3.029753437594946,0.7999999999999909,4.763556287952172,0.1271217613168901,68.6462,68.6462,0.9705530546426144,25,
6AB,id:pelvis_ty_force,least_squares,True,1594861.4553822756,1.781414089607125,0.1056501748360994,2.646444375526943,0.1614347941953016,68.6462,68.6462,0.9713974203062008,29,
7AB,id:pelvis_ty_force,least_squares,True,116121.17805261054,1.6157746298272209,0.1506774379616909,3.618532771549527,0.2477288069469286,68.6462,68.6462,0.935548207962442,18,
8AB,id:pelvis_ty_force,least_squares,True,1257527.0001836652,1.8872535934337829,0.0744579385264983,2.607055169424614,0.6200995646910545,68.6462,68.6462,0.9363799943741083,30,
9AB,id:pelvis_ty_force,least_squares,True,1231321.5106162548,1.806555561988015,0.0793805308018005,2.739727934609831,0.3143449085084117,68.6462,68.6462,1.0926615238545403,25,
10AB,id:pelvis_ty_force,least_squares,True,524636.8101172101,1.7823860600010517,0.1475962206659552,3.762337441428474,0.7999999999999999,68.6462,68.6462,0.9307309080702012,31,
1BC,id:pelvis_ty_force,least_squares,True,2304209.5110804234,1.4590804711893823,0.1377414880811816,3.3326719579311974,0.2755309770025425,68.6462,68.6462,1.0295836695357687,15,
2BC,id:pelvis_ty_force,least_squares,True,1934102.01200448,1.467917507005684,0.1259390755214524,2.86934075297755,0.1796317252841446,68.6462,68.6462,0.9285853895829944,25,
3BC,id:pelvis_ty_force,least_squares,True,898928.7249757026,1.729831304255037,0.0805490455126885,3.3589998799016474,0.150535225488426,68.6462,68.6462,0.9696185309959034,25,
4BC,id:pelvis_ty_force,least_squares,True,842087.5338940211,1.8905293502902565,0.1447711840954185,3.134256422425719,0.7999999999994796,68.6462,68.6462,0.925078117495443,23,
5BC,id:pelvis_ty_force,least_squares,True,776749.2951748788,2.039274268886998,0.0890623901458471,3.028515566279067,0.7999999999988352,68.6462,68.6462,0.93254762733107,28,
6BC,id:pelvis_ty_force,least_squares,True,503136.5952212078,1.895874194491437,0.1019070161287628,3.9864665670584,0.144054151897377,68.6462,68.6462,0.9546343470820916,18,
7BC,id:pelvis_ty_force,least_squares,True,663828.2831218475,2.1611296039790613,0.0818269447522762,3.557010132155406,0.7999999999999999,68.6462,68.6462,0.9256117957545428,35,
8BC,id:pelvis_ty_force,least_squares,True,1593634.297130898,1.3014041148134887,0.7348472739452828,3.206308255821421,0.295142583692264,68.6462,68.6462,0.9952475927919352,21,
9BC,id:pelvis_ty_force,least_squares,True,331895.6999315261,1.9715845630451656,0.0912675908418401,3.476757772065065,0.7999999999831132,68.6462,68.6462,0.9284441469719046,32,
10BC,id:pelvis_ty_force,least_squares,True,503998.66489602433,1.2434423000763384,0.7999999992616311,3.349265435313071,0.5314650594771587,68.6462,68.6462,0.926301370198519,23,
1CA,id:pelvis_ty_force,least_squares,True,801843.5511782091,2.0103240468033032,0.0968112341131245,4.470229613401383,0.1621131841016775,68.6462,68.6462,1.0481834955732954,41,
2CA,id:pelvis_ty_force,least_squares,True,394667.8237893958,1.5549558840844904,0.0936597505004031,3.2793697254563776,0.7422771690072947,68.6462,68.6462,0.9945537675464208,31,
3CA,id:pelvis_ty_force,least_squares,True,170613.21264282006,1.7676199548083429,0.104325981628962,3.4657429029095765,0.79999999988011,68.6462,68.6462,0.9692378540668408,25,
4CA,id:pelvis_ty_force,least_squares,True,322620.2510879996,2.058701801107809,0.1058655264653073,3.947575020423936,0.7999999999999924,68.6462,68.6462,0.9322947583877228,17,
5CA,id:pelvis_ty_force,least_squares,True,315604.5635699092,2.024287012869473,0.1792937943693678,4.062866189908334,0.3768481455174562,68.6462,68.6462,0.9353549355587484,21,
6CA,id:pelvis_ty_force,least_squares,True,646221.106137349,2.108420281022,0.0705165557388404,3.7982888679112303,0.2023925299189613,68.6462,68.6462,0.9356126501239862,24,
7CA,id:pelvis_ty_force,least_squares,True,241146.4761788061,1.9017775085913784,0.1047015238384423,3.619370634197624,0.4988148747591397,68.6462,68.6462,0.9442245472479776,31,
8CA,id:pelvis_ty_force,least_squares,True,578992.4403895042,2.257196478272116,0.7999999999962958,3.68203860613807,0.1889229303772342,68.6462,68.6462,0.9427406373393076,25,
9CA,id:pelvis_ty_force,least_squares,True,600136.498135968,2.152423888612929,0.0638776034749574,3.761303471518538,0.3610017270082796,68.6462,68.6462,0.9402383684563091,41,
10CA,id:pelvis_ty_force,least_squares,True,974468.8476082279,2.4974363674571074,0.25499975516105927,3.4610312989758762,0.3185490429224542,68.6462,68.6462,1.0686095149790793,16,
