seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,109654.83470184317,0.9290853103539636,0.1251958961712998,2.778683436756827,0.4759314073402699,68.6462,68.6462,0.8986233005485761,21,
2AB,id:pelvis_ty_force,least_squares,True,176605.88048806725,0.3242771239399956,0.1490689712665635,2.324939756716608,0.5019322700285483,68.6462,68.6462,0.7825295048178551,17,
3AB,id:pelvis_ty_force,least_squares,True,113721.15954299332,0.7595857971759647,0.1166372409191595,2.501721835009425,0.4361339288794702,68.6462,68.6462,0.7528097305730361,16,
4AB,id:pelvis_ty_force,least_squares,True,110719.95353229754,0.8021266813733218,0.0838895923111294,2.529581931302288,0.3178690633527224,68.6462,68.6462,0.7749288861068869,24,
5AB,id:pelvis_ty_force,least_squares,True,90604.41909646566,0.8031183536021993,0.121403401809708,2.6118567991468344,0.2721324092147572,68.6462,68.6462,0.8146198917512879,26,
6AB,id:pelvis_ty_force,least_squares,True,123151.8989758005,0.6906038777183383,0.1500740303032012,2.4398406022043178,0.1999264840142998,68.6462,68.6462,0.806301590661146,15,
7AB,id:pelvis_ty_force,least_squares,True,153840.11253328284,0.925170164669594,0.0531363264579044,2.6448032346348347,0.274617385002902,68.6462,68.6462,0.7956099053852775,23,
8AB,id:pelvis_ty_force,least_squares,True,122646.89817494016,0.7764780085508993,0.0720331667326432,2.494070767067428,0.2163004088762158,68.6462,68.6462,0.7951588833487835,30,
9AB,id:pelvis_ty_force,least_squares,True,145332.22163234593,0.1354563765949288,0.7999999999933324,2.4215665468022505,0.1562298507149533,68.6462,68.6462,0.7453302910773348,15,
10AB,id:pelvis_ty_force,least_squares,True,175766.36744569478,0.2712440058212195,0.1776175111141049,2.438265900666604,0.158641653944,68.6462,68.6462,0.7702790922162922,31,
1BC,id:pelvis_ty_force,least_squares,True,102530.25419043814,1.267412184063997,0.2329101417514235,2.835213295730602,0.3110913593438348,68.6462,68.6462,0.7828277244199744,18,
2BC,id:pelvis_ty_force,least_squares,True,90480.9859975984,1.019388196610403,0.1561859087618654,2.512401208763888,0.2899762001674655,68.6462,68.6462,0.682392487712357,21,
3BC,id:pelvis_ty_force,least_squares,True,85274.83212331148,1.2626009282298958,0.1007213599299845,2.6699969220889863,0.2760065983913629,68.6462,68.6462,0.7342128537083669,23,
4BC,id:pelvis_ty_force,least_squares,True,98926.09741893064,1.1387918700554076,0.1873282958042737,2.608020372171894,0.3358408949190121,68.6462,68.6462,0.7135622367212133,15,
5BC,id:pelvis_ty_force,least_squares,True,86100.71788344636,1.2384624919411238,0.1172617489233558,2.7196094620724827,0.2989406653514539,68.6462,68.6462,0.7400819455553314,18,
6BC,id:pelvis_ty_force,least_squares,True,89986.34160787021,1.0546260127638671,0.157631688011078,2.514190490741313,0.2324743583445296,68.6462,68.6462,0.713562959533741,15,
7BC,id:pelvis_ty_force,least_squares,True,97784.13261774273,1.1597398351881425,0.1321995991941227,2.5110851710171387,0.3333259833465181,68.6462,68.6462,0.7345004663597337,46,
8BC,id:pelvis_ty_force,least_squares,True,96844.74744244982,1.0899989211514536,0.1748995584691501,2.645927938710717,0.2699428679185248,68.6462,68.6462,0.724907442196792,17,
9BC,id:pelvis_ty_force,least_squares,True,83503.31700127565,1.0631199702738965,0.1282919141527885,2.339389098435272,0.4506574620634688,68.6462,68.6462,0.7058496683234715,24,
10BC,id:pelvis_ty_force,least_squares,True,107490.74551951227,1.0817634511650889,0.1261795200957247,2.4614901191324265,0.5576564016021386,68.6462,68.6462,0.6765117674951205,28,
1CA,id:pelvis_ty_force,least_squares,True,97028.6714292414,1.3296224090874424,0.1454615231280244,2.9137915729502937,0.7999999997572221,68.6462,68.6462,0.7945371704907362,23,
2CA,id:pelvis_ty_force,least_squares,True,90754.17189930186,1.1031668253809757,0.1659319273375307,2.796046729678424,0.3021142833907848,68.6462,68.6462,0.8067631025275325,18,
3CA,id:pelvis_ty_force,least_squares,True,96746.19691014748,1.211288432067081,0.0942646973596958,3.0398176596897373,0.2184096079567537,68.6462,68.6462,0.7899544577478578,20,
4CA,id:pelvis_ty_force,least_squares,True,106023.25124790528,1.1533680462236895,0.1320451142044205,2.8397646455834544,0.3441740521484736,68.6462,68.6462,0.8133504005505698,19,
5CA,id:pelvis_ty_force,least_squares,True,117629.6742150678,1.178194972044824,0.1286969536071267,2.947313484829204,0.2930097264523,68.6462,68.6462,0.8093084888194259,19,
6CA,id:pelvis_ty_force,least_squares,True,99981.4703384568,1.1093644346009484,0.1147762155502033,2.781768599376534,0.3897118203481032,68.6462,68.6462,0.8308048426855499,48,
7CA,id:pelvis_ty_force,least_squares,True,95710.25854428497,0.988667070850184,0.1087985070854591,2.538932692843856,0.7593523848375849,68.6462,68.6462,0.7978837631916106,42,
8CA,id:pelvis_ty_force,least_squares,True,86595.0202132089,1.1425107817691729,0.1029515670656751,2.6156413792846074,0.7999999999959369,68.6462,68.6462,0.8649862515160859,40,
9CA,id:pelvis_ty_force,least_squares,True,87566.06345201429,1.0810078228810052,0.1032090360958006,2.5877878455786414,0.7999999999974363,68.6462,68.6462,0.8392276076990053,32,
10CA,id:pelvis_ty_force,least_squares,True,107622.3666697834,1.1297343384559602,0.12267985786476339,2.9932097261194635,0.2985819704161793,68.6462,68.6462,0.7648857167207636,21,
