time,residual,w_smooth,w_rect
0.013,66.04364984,0.0,0.0
0.023,66.74675779,0.0,0.0
0.033,67.06649021,0.0,0.0
0.043,67.03097626,0.0,0.0
0.053,66.76367975,0.0,0.0
0.063,66.436524,0.0,0.0
0.073,66.20500553,0.0,0.0
0.083,66.15654058,0.0,0.0
0.093,66.28959429,0.0,0.0
0.103,66.52040856,0.0,0.0
0.113,66.71181475,0.0,0.0
0.123,66.72156652,0.0,0.0
0.133,66.46065742,0.0,0.0
0.143,65.93760093,0.0,0.0
0.153,65.2601793,0.0,0.0
0.163,64.5941374,0.0,0.0
0.173,64.10506085,0.0,0.0
0.183,63.90172346,0.0,0.0
0.193,63.9950562,0.0,0.0
0.203,64.29252259,0.0,0.0
0.213,64.63166631,0.0,0.0
0.223,64.83788618,0.0,0.0
0.233,64.78584019,0.0,0.0
0.243,64.43866676,0.0,0.0
0.253,63.84724518,0.0,0.0
0.263,63.11561001,0.0,0.0
0.273,62.35470904,0.0,0.0
0.283,61.64750563,0.0,0.0
0.293,61.03534324,0.0,0.0
0.303,60.52577375,0.0,0.0
0.313,60.11528569,0.0,0.0
0.323,59.8085785,0.0,0.0
0.333,59.62236386,0.0,0.0
0.343,59.58281271,0.0,0.0
0.353,59.72179678,0.0,0.0
0.363,60.0651787,0.0,0.0
0.373,60.61410977,0.0,0.0
0.383,61.33137396,0.0,0.0
0.393,62.14550735,0.0,0.0
0.403,62.97251986,0.0,0.0
0.413,63.74007194,0.0,0.0
0.423,64.4039082,0.0,0.0
0.433,64.95752557,0.0,0.0
0.443,65.42960871,0.0,0.0
0.453,65.8595436,0.0,0.0
0.463,66.26026553,0.0,0.0
0.473,66.59770632,0.0,0.0
0.483,66.80312888,0.0,0.0
0.493,66.80570598,0.0,0.0
0.503,66.56468959,0.0,0.0
0.513,66.09284703,0.0,0.0
0.523,65.469317,0.0,0.0
0.533,64.83599043,0.0,0.0
0.543,64.37157706,0.0,0.0
0.553,64.24562669,0.0,0.0
0.563,64.56693889,0.0,0.0
0.573,65.3466382,0.0,0.0
0.583,66.49190239,0.0,0.0
0.593,67.83141272,0.0,0.0
0.603,69.16078414,0.0,0.0
0.613,70.29473052,0.0,0.0
0.623,71.11099293,0.0,0.0
0.633,71.56700486,0.0,0.0
0.643,71.68202657,0.0,0.0
0.653,71.49952709,0.0,0.0
0.663,71.05158868,0.0,0.0
0.673,70.33659707,0.0,0.0
0.683,69.31293846,0.0,0.0
0.693,67.9092902,0.0,0.0
0.703,66.05139803,0.0,0.0
0.713,63.69419219,0.0,0.0
0.723,60.83528717,0.0,0.0
0.733,57.49847296,0.0,0.0
0.743,53.70711775,0.0,0.0
0.753,49.47786004,0.0,0.0
0.763,44.84072312,0.0,0.0
0.773,39.86677882,0.0,0.0
0.783,34.6837311,0.0,0.0
0.793,29.47341694,0.0,0.0
0.803,24.45423308,0.0,0.0
0.813,19.85251548,0.0,0.0
0.823,15.86702826,0.0,0.0
0.833,12.63471296,0.0,0.0
0.843,10.20784509,0.0,0.0
0.853,8.54551463,0.0,0.0
0.863,7.51316691,0.0,0.0
0.873,6.88997571,0.0,0.0
0.883,6.39511302,0.0,0.0
0.893,5.73575572,0.0,0.0
0.903,4.66555555,0.0,0.0
0.913,3.04658264,0.0,0.0
0.923,0.90905282,0.0,0.0
0.933,-1.50782331,0.0,0.0
0.943,-3.75766912,0.0,0.0
0.953,-5.24956696,0.0,0.0
0.963,-5.35231326,0.0,0.0
0.973,-3.53144431,0.0,0.0
0.983,0.54949057,0.0,0.0
0.993,6.98374631,0.0,0.0
1.003,15.63002808,0.0,0.0
1.013,26.16249541,0.0,0.0
