Rx,Ry,Rz,Lx,Ly,Lz
0.0156999999995078,0.108249999999921,0.128000000000038,-0.0680499999999862,0.0110999999997086,0.1198
0.0323749999997514,0.184649999999814,0.251325000000021,-0.104424999999991,-0.00225000000020348,0.253824999999989
0.0649500000002301,0.301174999999959,0.481100000000005,-0.14619999999993,-0.0473500000000571,0.521849999999989
0.0916500000003317,0.373875000000135,0.66730000000001,-0.158599999999925,-0.093475000000065,0.757500000000012
0.106975000000176,0.434649999999925,0.797749999999989,-0.17412500000008,-0.0958499999999252,0.924025000000007
0.112099999999837,0.490500000000088,0.872049999999982,-0.193075000000029,-0.04047499999979,1.01897499999999
0.114324999999915,0.549625000000192,0.896675000000005,-0.217074999999955,0.0780499999999962,1.0508
0.123775000000215,0.622099999999792,0.881300000000014,-0.247750000000047,0.257149999999817,1.03420000000001
0.146974999999661,0.72104999999989,0.835325000000005,-0.283899999999962,0.490124999999869,0.985600000000001
0.182174999999729,0.860700000000214,0.767474999999991,-0.319474999999972,0.768325000000125,0.921449999999992
0.218800000000297,1.05267500000006,0.686674999999994,-0.344250000000046,1.08072500000014,0.856974999999998
0.239725000000246,1.30259999999979,0.602150000000006,-0.347299999999967,1.41477499999987,0.803600000000007
0.228074999999994,1.60654999999982,0.523950000000002,-0.32024999999998,1.75699999999987,0.768100000000009
0.17399999999973,1.95097500000019,0.461399999999992,-0.260099999999999,2.0943000000001,0.752624999999993
0.0789749999999256,2.31507500000019,0.421075000000002,-0.170749999999983,2.4151750000001,0.754474999999991
-0.0427499999997027,2.67344999999988,0.406075000000004,-0.0626000000000793,2.70922499999993,0.767425
-0.168274999999829,2.99974999999994,0.415800000000003,0.0495999999999136,2.96677499999995,0.783700000000004
-0.272650000000263,3.27047500000011,0.446650000000002,0.150950000000066,3.17890000000015,0.794925000000006
-0.336025000000073,3.46772499999995,0.493574999999996,0.229200000000096,3.3387750000001,0.7938
-0.348724999999772,3.58082499999982,0.551850000000001,0.27582499999998,3.4432999999999,0.775350000000001
-0.311625000000149,3.60780000000005,0.617500000000002,0.288174999999932,3.49422499999988,0.7361
-0.23465000000028,3.55590000000017,0.686799999999998,0.269700000000012,3.49874999999999,0.674424999999995
-0.133824999999921,3.44060000000007,0.755724999999996,0.228300000000084,3.46800000000008,0.591699999999999
-0.0269749999998181,3.28305000000001,0.820075,0.174574999999982,3.41407500000002,0.493049999999999
0.0700749999998918,3.10622499999996,0.876050000000004,0.119299999999933,3.34794999999999,0.387350000000002
0.145450000000047,2.93139999999983,0.919849999999999,0.0710000000000294,3.27839999999996,0.285250000000002
0.192025000000096,2.77577499999987,0.947175,0.0348750000000314,3.21124999999992,0.196049999999998
0.208299999999995,2.65092500000008,0.953550000000001,0.0127249999999635,3.14864999999998,0.125825000000001
0.19779999999997,2.56212500000019,0.934775,0.00294999999997381,3.08902500000013,0.0767999999999993
0.1672749999998,2.50882499999994,0.887074999999999,0.00137500000003954,3.02825000000007,0.0471
0.125500000000278,2.48557499999982,0.808375,0.00309999999996424,2.96079999999976,0.0320250000000006
0.0815000000001231,2.48332500000031,0.6996,0.00405000000001932,2.88149999999987,0.0256249999999974
0.0426499999997554,2.49160000000026,0.564750000000001,0.00142500000008261,2.78737500000042,0.0213500000000033
0.0144750000000138,2.50039999999979,0.410225000000003,-0.00640000000003138,2.67825000000027,0.0121000000000019
0.000500000000014378,2.50112499999983,0.243724999999997,-0.0209250000000188,2.5567249999997,-0.00942500000000041
0.00180000000016278,2.48699999999991,0.073724999999998,-0.0447000000000641,2.42694999999987,-0.0495499999999963
0.0170249999997818,2.45314999999996,-0.0910749999999969,-0.0802000000000441,2.29315000000008,-0.111850000000004
0.042674999999881,2.39732500000006,-0.242675000000003,-0.126999999999905,2.15889999999996,-0.196250000000005
0.0729250000003345,2.32077499999983,-0.375850000000001,-0.180200000000005,2.02682499999995,-0.299900000000006
0.0993750000000126,2.22849999999997,-0.490374999999998,-0.230325000000059,1.89885000000001,-0.418649999999994
0.112575000000004,2.12837500000035,-0.590924999999999,-0.264849999999928,1.77597499999987,-0.548649999999986
0.104474999999826,2.02809999999998,-0.685349999999998,-0.2717,1.65675000000004,-0.686550000000017
0.0711499999997423,1.93152499999988,-0.781024999999998,-0.243700000000027,1.53565000000022,-0.82712500000001
0.0154750000000425,1.83582500000001,-0.880850000000008,-0.18322499999994,1.40252499999993,-0.960824999999971
-0.0528999999999114,1.73182500000008,-0.98270000000001,-0.104025000000063,1.24512499999979,-1.07587499999999
-0.122099999999847,1.60855000000015,-1.08184999999998,-0.0279500000000682,1.05517499999985,-1.16470000000002
-0.183724999999746,1.45807499999984,-1.17422499999999,0.0222750000000715,0.833150000000005,-1.22872500000001
-0.234950000000123,1.27807499999993,-1.25817500000002,0.0317250000000241,0.588400000000322,-1.277825
-0.277225000000214,1.07204999999999,-1.3346,-0.00162500000004673,0.335450000000237,-1.32615000000001
-0.313499999999856,0.84777499999994,-1.40669999999999,-0.0683999999999407,0.0894749999996725,-1.387475
-0.345600000000168,0.615300000000041,-1.47895,-0.151649999999975,-0.137225000000074,-1.47159999999999
-0.372900000000231,0.384800000000074,-1.55535,-0.230900000000103,-0.337774999999707,-1.58135
-0.392499999999629,0.164500000000012,-1.637975,-0.286249999999974,-0.51147500000015,-1.71059999999999
-0.399949999999871,-0.0412750000000628,-1.72565,-0.301524999999914,-0.662899999999966,-1.84542500000001
-0.389425000000276,-0.233424999999954,-1.81315000000001,-0.267950000000031,-0.799799999999795,-1.96695000000002
-0.355299999999781,-0.417500000000071,-1.89225000000001,-0.186975000000048,-0.930950000000152,-2.05542499999999
-0.294824999999832,-0.600524999999907,-1.95517499999999,-0.0697749999999803,-1.06350000000005,-2.09595
-0.210125000000283,-0.786474999999731,-1.999425,0.0669999999999837,-1.19967500000012,-2.083225
-0.108825000000312,-0.973900000000305,-2.02982499999999,0.206799999999951,-1.33572500000012,-2.022625
-0.00190000000011015,-1.15645000000025,-2.0565,0.337000000000046,-1.46289999999993,-1.92725
0.0993000000001909,-1.32534999999961,-2.09125000000001,0.450375000000044,-1.56912499999995,-1.8141
0.185275000000318,-1.47307499999999,-2.143075,0.544324999999998,-1.64169999999991,-1.7004
0.250675000000311,-1.59685000000021,-2.21415000000001,0.618650000000012,-1.67074999999989,-1.60052499999999
0.29559999999984,-1.7002499999999,-2.29765,0.673874999999949,-1.65209999999999,-1.52425000000001
0.324224999999623,-1.7913,-2.37832499999998,0.710574999999991,-1.58810000000009,-1.47635000000002
0.34124999999996,-1.87787500000008,-2.43859999999999,0.729125000000011,-1.4868500000001,-1.45709999999999
0.348225000000035,-1.96352499999997,-2.46682500000001,0.730749999999988,-1.36087500000021,-1.46254999999998
0.343225000000169,-2.04657499999983,-2.46035000000002,0.71767500000007,-1.22567499999976,-1.48592500000002
0.324800000000014,-2.12285000000006,-2.42249999999999,0.690849999999965,-1.09787499999986,-1.52027500000002
0.297099999999884,-2.18995000000027,-2.3566,0.648074999999929,-0.993150000000165,-1.56122499999999
0.271500000000036,-2.2491999999999,-2.26247499999999,0.584125000000005,-0.924524999999787,-1.60762499999999
0.262074999999862,-2.30414999999984,-2.13842499999999,0.494125000000054,-0.900625000000155,-1.65970000000001
0.27735000000001,-2.3570500000003,-1.98680000000001,0.377500000000031,-0.923475000000062,-1.71660000000001
0.315100000000401,-2.40519999999994,-1.81775,0.239599999999965,-0.986524999999905,-1.77544999999999
0.364275000000192,-2.44059999999963,-1.64775,0.0913500000000039,-1.07595000000016,-1.83244999999999
0.409874999999504,-2.45280000000014,-1.49532500000001,-0.0536749999999891,-1.17464999999983,-1.88310000000001
0.437174999999845,-2.43217500000004,-1.3764,-0.182249999999967,-1.26640000000011,-1.92235000000001
0.435300000000416,-2.37284999999976,-1.30089999999999,-0.283325000000056,-1.33950000000022,-1.945775
0.399399999999883,-2.27532500000016,-1.27082499999999,-0.349875000000069,-1.38937499999964,-1.951075
0.331749999999686,-2.1479750000003,-1.2795,-0.381424999999908,-1.42112499999986,-1.93935
0.240875000000196,-2.00537500000014,-1.3135,-0.385374999999979,-1.44907500000013,-1.9148
0.137850000000161,-1.86405000000001,-1.35695,-0.373575000000084,-1.49107499999995,-1.882825
0.0324999999998243,-1.73809999999969,-1.39647500000001,-0.356424999999952,-1.56097500000008,-1.8479
-0.0686250000000999,-1.63612499999966,-1.42427500000001,-0.340249999999931,-1.66402500000024,-1.813425
-0.161174999999958,-1.56137500000014,-1.43684999999999,-0.328600000000095,-1.79845000000012,-1.782225
-0.241499999999728,-1.51417500000028,-1.43194999999998,-0.325175000000025,-1.96044999999978,-1.75560000000001
-0.306099999999865,-1.49380000000005,-1.406125,-0.335099999999935,-2.14637499999976,-1.731975
-0.351550000000367,-1.49949999999982,-1.35487500000002,-0.362949999999987,-2.35020000000002,-1.70637499999998
-0.376300000000385,-1.53019999999976,-1.2766,-0.410174999999971,-2.55942500000023,-1.671925
-0.381149999999775,-1.58375000000016,-1.17569999999999,-0.473175000000048,-2.75370000000025,-1.62292500000003
-0.36874999999964,-1.65607500000026,-1.0626,-0.543075000000032,-2.90782499999975,-1.5571
-0.342799999999976,-1.73942499999996,-0.952075000000031,-0.607249999999976,-2.99699999999986,-1.47617499999997
-0.306700000000104,-1.82249999999967,-0.859599999999995,-0.651150000000045,-3.00270000000019,-1.38560000000001
-0.263125000000142,-1.89262499999981,-0.797374999999961,-0.66004999999994,-2.9186249999999,-1.29335000000001
-0.213574999999855,-1.93930000000037,-0.771400000000033,-0.621674999999947,-2.75532499999981,-1.20767500000001
-0.158624999999912,-1.95842500000015,-0.779225000000008,-0.530100000000061,-2.54110000000002,-1.13405
-0.0989000000001239,-1.95367499999988,-0.809999999999943,-0.389400000000012,-2.3155250000001,-1.07227499999998
-0.0362500000000709,-1.93425000000025,-0.847900000000013,-0.214399999999976,-2.11509999999998,-1.01637499999998
0.0259499999999413,-1.911,-0.876925000000035,-0.0278499999999821,-1.96055000000028,-0.957024999999993
0.0839000000002477,-1.89344999999952,-0.884349999999978,0.144149999999968,-1.85347499999988,-0.884625000000007
0.134525000000107,-1.88892499999982,-0.862125000000019,0.276549999999945,-1.78167499999937,-0.791800000000051
0.176474999999676,-1.90295000000062,-0.806175000000013,0.348849999999984,-1.72902500000016,-0.674625000000005
0.210249999999801,-1.9391250000006,-0.715099999999969,0.34880000000001,-1.68342500000085,-0.533099999999939
0.237300000000273,-1.99874999999961,-0.589775000000015,0.275750000000019,-1.64110000000051,-0.370125000000027
0.258800000000337,-2.08024999999945,-0.433124999999965,0.143100000000035,-1.60777499999931,-0.18947500000005
0.274299999999672,-2.17825000000005,-0.249849999999982,-0.0216999999999579,-1.59579999999937,0.00592500000007323
0.2811749999998,-2.28342499999978,-0.0465500000000618,-0.181949999999986,-1.61817499999994,0.214950000000033
0.27482500000009,-2.38234999999976,0.168874999999999,-0.300800000000018,-1.68229999999991,0.437399999999935
0.249625000000031,-2.45907500000087,0.388625000000004,-0.351125000000035,-1.78660000000053,0.672399999999962
0.200500000000214,-2.4988250000002,0.605575000000025,-0.321900000000014,-1.92055000000024,0.917375000000012
0.124649999999893,-2.49054999999943,0.813274999999988,-0.219274999999977,-2.06579999999956,1.16762500000006
0.0236249999999161,-2.42819999999977,1.00534999999992,-0.0634000000000051,-2.19817499999997,1.41639999999998
-0.0953749999998976,-2.31117499999989,1.17502500000005,0.117249999999972,-2.29052500000049,1.65504999999996
-0.220100000000167,-2.14317500000061,1.31597500000011,0.291224999999992,-2.31719999999991,1.87445000000001
-0.333449999999902,-1.93172500000005,1.42442499999999,0.429100000000002,-2.25967499999924,2.06609999999996
-0.415149999999642,-1.68937499999966,1.5009249999999,0.506975000000021,-2.11125000000034,2.22317500000006
-0.44672500000037,-1.43365000000006,1.55104999999996,0.509225000000016,-1.87942500000093,2.34227500000003
-0.415525000000416,-1.18489999999971,1.58525000000007,0.434700000000038,-1.58367499999978,2.42332499999998
-0.319799999999593,-0.962525000000047,1.61602500000003,0.299500000000008,-1.2504249999995,2.46937500000009
-0.17169999999983,-0.77987500000043,1.65362499999995,0.135299999999908,-0.905900000000015,2.4858249999999
0.00462499999992483,-0.639675000000395,1.70207499999998,-0.0163000000000246,-0.568349999999773,2.47767499999982
0.178150000000044,-0.532599999999994,1.75742500000006,-0.115899999999919,-0.244624999999887,2.446475
0.320049999999739,-0.440349999999423,1.80987500000007,-0.139424999999957,0.068024999999583,2.38892500000018
0.411025000000009,-0.341874999999492,1.84802499999998,-0.0862249999999953,0.374925000000137,2.29887500000012
0.444175000000324,-0.219975000000372,1.86304999999984,0.0226749999999998,0.675050000000232,2.17244999999991
0.424400000000047,-0.0667000000004192,1.8515999999999,0.152724999999965,0.955449999999747,2.01297500000003
0.364174999999689,0.113200000000369,1.81710000000015,0.265524999999919,1.19032500000005,1.83219999999998
0.277099999999864,0.303125000000182,1.76905000000019,0.328024999999982,1.34639999999991,1.64739999999983
0.171625000000286,0.481824999999936,1.72072499999995,0.319650000000088,1.39309999999976,1.47677499999999
0.0481250000000655,0.63409999999986,1.68532499999985,0.237400000000013,1.31267500000032,1.33637500000006
-0.0966250000000723,0.757224999999861,1.67232500000003,0.0959749999999288,1.1075750000003,1.23887500000003
-0.2592500000001,0.858049999999944,1.68652500000005,-0.0776499999999986,0.802349999999563,1.19287500000009
-0.422875000000156,0.943924999999846,1.72897499999991,-0.252274999999955,0.439874999999812,1.20185000000009
-0.559399999999766,1.0157999999999,1.79764999999998,-0.400350000000008,0.074925000000392,1.26202499999992
-0.639399999999846,1.06802500000058,1.88715000000006,-0.503199999999995,-0.234225000000088,1.36044999999987
-0.642600000000104,1.0926250000004,1.98787500000006,-0.552924999999982,-0.436075000000147,1.47520000000012
-0.563375000000033,1.08469999999944,2.08562499999995,-0.551675000000015,-0.496049999999804,1.57882500000012
