seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,283005.7222234135,0.9921268080260094,0.1623725328706043,2.4772178993728,0.1635297972541633,147.099,147.099,0.962855647273165,19,
2AB,id:pelvis_ty_force,least_squares,True,230615.41078162863,1.0856808946381689,0.093785662304554,2.4102873274188803,0.1124610962792662,147.099,147.099,0.9394444523669468,27,
3AB,id:pelvis_ty_force,least_squares,True,268729.86570728966,1.0655543701868098,0.1058638257930303,2.305100186239456,0.3107834045307185,147.099,147.099,0.9709328857862698,27,
4AB,id:pelvis_ty_force,least_squares,True,299941.58442793554,0.9888307177641604,0.1712734451855906,2.353416231032145,0.1441339343860246,147.099,147.099,0.964863298531508,24,
5AB,id:pelvis_ty_force,least_squares,True,353803.5335749434,1.0233980486294747,0.1148003547280433,2.306198746374952,0.0975496100728627,147.099,147.099,0.9810753852107604,41,
6AB,id:pelvis_ty_force,least_squares,True,327797.8313021114,1.0239580641517985,0.0989909333697579,2.3934531525652734,0.1988023504113332,147.099,147.099,0.9550708999401364,34,
7AB,id:pelvis_ty_force,least_squares,True,261181.00351710245,1.065022104015705,0.1097742139416413,2.427905770526164,0.147542510303551,147.099,147.099,0.9540208644131756,17,
8AB,id:pelvis_ty_force,least_squares,True,363131.8454633336,0.9641263802620144,0.1033443523173816,2.256117088718044,0.2133793660705301,147.099,147.099,0.9999828146030508,25,
9AB,id:pelvis_ty_force,least_squares,True,301052.9104419771,1.007275891052876,0.1297712220145307,2.3202350518247044,0.099877737042104,147.099,147.099,0.9649075409844696,29,
10AB,id:pelvis_ty_force,least_squares,True,346573.3731918294,1.0218452089265673,0.1131346093096084,2.368708984041202,0.1015156967333121,147.099,147.099,0.9798638551667684,34,
1BC,id:pelvis_ty_force,least_squares,True,355173.17459306266,1.241553751115152,0.1009867207994975,2.312339837712283,0.2082212900791485,147.099,147.099,0.92321577656251,21,
2BC,id:pelvis_ty_force,least_squares,True,331564.82729164045,1.3168361990380513,0.0789741677210692,2.30886437585483,0.1681112760428104,147.099,147.099,0.9186590414971963,32,
3BC,id:pelvis_ty_force,least_squares,True,377570.4670963014,1.2830921410765872,0.1063142470924466,2.305286664700796,0.1522292687371367,147.099,147.099,0.923456509486275,25,
4BC,id:pelvis_ty_force,least_squares,True,355453.0845914843,1.2566581565855,0.0690759821235038,2.2606561277906407,0.1830503081894206,147.099,147.099,0.9209275761788546,36,
5BC,id:pelvis_ty_force,least_squares,True,335323.3732470988,1.2134196907968595,0.0846539906018364,2.1588096134375645,0.2260832636688465,147.099,147.099,0.9166035812882588,31,
6BC,id:pelvis_ty_force,least_squares,True,318636.6137509518,1.159234357183384,0.0961188058706231,2.191005408619753,0.1655959941641458,147.099,147.099,0.9029079789741444,26,
7BC,id:pelvis_ty_force,least_squares,True,314655.6779321135,1.2982756428130346,0.0816767592751052,2.326990936933366,0.1316130837767093,147.099,147.099,0.9299275019844578,31,
8BC,id:pelvis_ty_force,least_squares,True,306957.1591443004,1.3066546552167246,0.0944044921979862,2.2723106203687315,0.179165409783894,147.099,147.099,0.917130939720602,33,
9BC,id:pelvis_ty_force,least_squares,True,336205.2822063159,1.2580878360066998,0.08515293920414,2.274235474367078,0.1133349208791928,147.099,147.099,0.9335027327487464,40,
10BC,id:pelvis_ty_force,least_squares,True,309213.12194414553,1.1808526525093803,0.0884029843543544,2.184492882932878,0.0952122723326489,147.099,147.099,0.9065630504946048,39,
1CA,id:pelvis_ty_force,least_squares,True,340535.9013039676,1.2976535819634991,0.1251296081661571,2.460568475952297,0.4115749521376835,147.099,147.099,0.9703469878895752,26,
2CA,id:pelvis_ty_force,least_squares,True,375185.9834275328,1.2770564389942396,0.1160933219886539,2.5683347896218005,0.20435556875775,147.099,147.099,0.986079707677196,24,
3CA,id:pelvis_ty_force,least_squares,True,418208.2395888873,1.2812674139529443,0.1199676708932948,2.562982544955691,0.2007614230714423,147.099,147.099,0.9797340595162736,21,
4CA,id:pelvis_ty_force,least_squares,True,349426.507204405,1.3172762242155085,0.0899763205069282,2.561946703411446,0.3027556556059086,147.099,147.099,0.9993423418355438,38,
5CA,id:pelvis_ty_force,least_squares,True,298210.5798927956,1.354651605417602,0.131789350984012,2.774767336876155,0.1042638788277947,147.099,147.099,0.9749374103781512,29,
6CA,id:pelvis_ty_force,least_squares,True,370255.5322708786,1.3058300261343978,0.0788982644210356,2.6816840769459445,0.1732039042903054,147.099,147.099,0.9932129120790868,51,
7CA,id:pelvis_ty_force,least_squares,True,345509.28578094405,1.2941941510163366,0.0752539482596121,2.574136682381798,0.3207782394095047,147.099,147.099,0.9905887588424176,17,
8CA,id:pelvis_ty_force,least_squares,True,313920.7950631512,1.2742868848228206,0.1299787892770051,2.436165130316302,0.7224179797150162,147.099,147.099,0.9954599784325592,33,
9CA,id:pelvis_ty_force,least_squares,True,290855.25751231867,1.2638037469179642,0.1500260015439973,2.582897133259058,0.1355268148780439,147.099,147.099,0.9682622046676848,22,
10CA,id:pelvis_ty_force,least_squares,True,306561.35557882354,1.259595871436595,0.08909348368887622,2.6286066446256875,0.1144325097516016,147.099,147.099,0.9745277149242829,32,
