seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,185102.26550324145,1.6950544231781344,0.572699594012888,4.0107588030222345,0.2983075186402255,147.099,147.099,0.9884926902536896,27,
2AB,id:pelvis_ty_force,least_squares,True,345789.78935549164,2.112839363111419,0.1981788615147584,3.702645572999241,0.0683943164847208,147.099,147.099,0.9830438878645024,23,
3AB,id:pelvis_ty_force,least_squares,True,358799.5974069319,2.189544807390964,0.1219691360506899,3.669190479555072,0.0519775522432376,147.099,147.099,0.9608557067915712,233,
4AB,id:pelvis_ty_force,least_squares,True,797836.0503531245,2.1288530355169577,0.1037322196976217,3.62672452295338,0.0972998487866275,147.099,147.099,0.9616140839595956,29,
5AB,id:pelvis_ty_force,least_squares,True,284440.40623869136,2.170756493231917,0.0699319636074308,3.536731205322461,0.2597602524943358,147.099,147.099,0.9741695783398644,36,
6AB,id:pelvis_ty_force,least_squares,True,272962.0325073124,2.17732980550695,0.1527606738465362,3.7647116849073097,0.0633993953149799,147.099,147.099,0.9757898724941682,66,
7AB,id:pelvis_ty_force,least_squares,True,239095.5558371438,2.291134175486917,0.1250130608004058,3.923091388651231,0.0727014294855309,147.099,147.099,0.9713209390934396,31,
8AB,id:pelvis_ty_force,least_squares,True,299792.13479325,2.2557009183824803,0.1256694238666484,3.72258035607521,0.1449040729967394,147.099,147.099,0.9749686920413342,25,
9AB,id:pelvis_ty_force,least_squares,True,222808.9901034566,2.256744879583525,0.18480739715645,3.8642722653658175,0.1650894006315912,147.099,147.099,0.9870524152268269,18,
10AB,id:pelvis_ty_force,least_squares,True,218824.15752687023,2.477107292475731,0.103170566193296,3.9398545687164073,0.2100386286189604,147.099,147.099,1.0103201143114366,33,
11AB,id:pelvis_ty_force,least_squares,True,408778.9330071533,2.1944031461267115,0.1424173253715216,3.844108811877201,0.102687808158301,147.099,147.099,0.978897249736039,34,
1BC,id:pelvis_ty_force,least_squares,True,463273.7523324168,2.371436287775245,0.2365171854828817,3.8739731010507086,0.0781034684937987,147.099,147.099,0.983744742540338,22,
2BC,id:pelvis_ty_force,least_squares,True,444807.8533792923,2.236385449376004,0.2056452592584301,3.407705523773493,0.104175563767186,147.099,147.099,0.9832490999692218,32,
3BC,id:pelvis_ty_force,least_squares,True,650126.458692761,2.1807903829820035,0.2195734086600481,3.447178448477476,0.0726382483330284,147.099,147.099,0.9812517632869366,81,
4BC,id:pelvis_ty_force,least_squares,True,446168.5379889045,2.396257985327341,0.2065621731608569,3.589216558406461,0.0819881032661742,147.099,147.099,0.9790658206251388,38,
5BC,id:pelvis_ty_force,least_squares,True,289721.9268203329,2.359615252818524,0.1641904095306502,3.5514179973477464,0.0791829894018018,147.099,147.099,0.988652473256973,36,
6BC,id:pelvis_ty_force,least_squares,True,422377.4019125922,2.1857551349820232,0.190979405053203,3.289035465971574,0.1533277027736848,147.099,147.099,0.9792438669662116,15,
7BC,id:pelvis_ty_force,least_squares,True,249141.62929823663,1.626685087334928,0.2800245325143118,2.949946225530759,0.1052009881516666,147.099,147.099,0.9626309954627064,26,
8BC,id:pelvis_ty_force,least_squares,True,454480.27877023554,2.1716306434254435,0.2449354828604571,3.376810317421725,0.0718860973492787,147.099,147.099,0.9778903073546974,38,
9BC,id:pelvis_ty_force,least_squares,True,401980.3461740433,2.5084214499697124,0.1553220308468852,3.688966957309069,0.1289042887965546,147.099,147.099,0.9747682425321404,20,
10BC,id:pelvis_ty_force,least_squares,True,466532.5608879646,2.3156645179958506,0.1906220680328691,3.538670964232788,0.1031990652417449,147.099,147.099,0.9818697316353172,26,
11BC,id:pelvis_ty_force,least_squares,True,390622.96860861033,2.163432768828615,0.2298684292788428,3.473141969522665,0.097096383278029,147.099,147.099,0.976395288061968,30,
1CA,id:pelvis_ty_force,least_squares,True,330202.71067974274,2.615187941453603,0.1689905316263449,4.240869506061927,0.1032439030525758,147.099,147.099,0.993155545031764,39,
2CA,id:pelvis_ty_force,least_squares,True,479719.8054078802,2.5118972597389555,0.1932937003801748,3.912821739530468,0.5602451704462447,147.099,147.099,0.99481794097186,27,
3CA,id:pelvis_ty_force,least_squares,True,601218.7275289603,2.506976460536699,0.181490910944881,4.037817583926909,0.3012880425122397,147.099,147.099,0.9314683145491316,19,
4CA,id:pelvis_ty_force,least_squares,True,835888.1208250441,2.208162473826915,0.145592518829551,3.338788926626812,0.797059175317942,147.099,147.099,0.9698734858529984,38,
5CA,id:pelvis_ty_force,least_squares,True,463314.5298352525,1.896731268883293,0.1831640376648813,3.14265572116662,0.7999999997981346,147.099,147.099,0.9820995838550244,38,
6CA,id:pelvis_ty_force,least_squares,True,456030.4062570946,2.5253265855026465,0.1235913291303747,3.766233253225227,0.5023445046709365,147.099,147.099,0.980754487881244,51,
7CA,id:pelvis_ty_force,least_squares,True,329467.4197925064,1.540790504078546,0.2520361603811217,2.780782393943534,0.6416806720715206,147.099,147.099,0.9897553141735012,25,
9CA,id:pelvis_ty_force,least_squares,True,345577.27310703986,2.478800803714848,0.1349935473059235,4.492736716651218,0.2768707403084701,147.099,147.099,0.9265681554645936,24,
10CA,id:pelvis_ty_force,least_squares,True,376380.072114389,2.3070921242339475,0.2091202667182769,3.853242050954676,0.2848892189726643,147.099,147.099,1.0065931075063628,30,
11CA,id:pelvis_ty_force,least_squares,True,487881.40696776845,2.704451519871076,0.13822998509284426,4.1974722214469296,0.13599373188226774,147.099,147.099,1.0016278275748398,27,
