cond,seg,p000,p001,p002,p003,p004,p005,p006,p007,p008,p009,p010,p011,p012,p013,p014,p015,p016,p017,p018,p019,p020,p021,p022,p023,p024,p025,p026,p027,p028,p029,p030,p031,p032,p033,p034,p035,p036,p037,p038,p039,p040,p041,p042,p043,p044,p045,p046,p047,p048,p049,p050,p051,p052,p053,p054,p055,p056,p057,p058,p059,p060,p061,p062,p063,p064,p065,p066,p067,p068,p069,p070,p071,p072,p073,p074,p075,p076,p077,p078,p079,p080,p081,p082,p083,p084,p085,p086,p087,p088,p089,p090,p091,p092,p093,p094,p095,p096,p097,p098,p099,p100
7kg_10bpm,1CA,40.36191053,38.47567909795783,37.71921953622933,38.669171962022375,40.920770384945165,43.83090585641993,44.337931278863614,43.27921728212057,42.19560898064955,41.04542348718457,39.89683410793629,38.785493620535895,37.69705389593087,36.62960603683384,35.539623724679274,33.91547188591601,31.811461030697778,29.626021619822023,27.13797625127069,24.42702872408986,21.76100061561422,19.396038674614054,17.385328512560232,15.64319120781342,14.039848703888895,12.484302209550624,10.980762341660306,9.59157046521621,8.214557112747721,6.779548150278195,5.223581707583459,3.5944494330908383,2.1602583214962965,1.307845491486073,0.778460178029112,0.5367274362586648,0.7305156156427527,1.2108185696800182,1.7111296872181205,1.958896339302646,1.9181820041652466,1.6564909346199317,1.3105494067737062,1.0839128502992312,1.137094448522006,1.480933389918851,1.9460202676880174,2.3600146961138972,2.633472254499258,2.73255394463223,2.7049833653021995,2.7488890504035797,3.0693569466026216,3.7225366541386795,4.642623152004177,5.690844117528464,6.725905201566585,7.692095615130104,8.59045346272634,9.410363396137422,10.140454621850326,10.81297373930441,11.491265151538116,12.17696793509076,12.788008273909707,13.233734815437396,13.450186023856212,13.408427514740023,13.140769101934856,12.730823499176628,12.26680771713418,11.872831361006257,11.644750796687935,11.584829125062988,11.660238614611933,11.766779025230838,11.878502467435602,12.079812126647825,12.403076794148262,12.892067373635829,13.426845388708841,13.876853347065719,14.180634644743677,14.12703750726263,13.659403081347325,12.951496817581933,12.179075109358784,11.518680138899754,11.096638716421335,10.946451704626089,11.152138058187427,11.571715348568413,11.99697859082519,12.18385386774461,11.918772270830537,11.072111147362603,9.680820998166215,7.982621367619808,6.27318474890574,4.704623626677224,3.4308942
7kg_10bpm,3CA,34.82531791,36.45711193620487,37.53283275314745,38.531617865400094,39.68482505566565,40.9769824555663,42.3031256633522,43.25087074170108,42.432654402286545,41.57055264847819,40.598347631176566,39.61625530256793,37.18407186002605,34.5877481254669,31.991385656845893,29.434342858072956,27.041583887096316,24.873764440994396,22.936559441133877,21.19939066145771,19.6569255796597,18.35512977856644,17.30026721654167,16.361031336141295,15.385137708319894,14.210458252559912,12.745090330937714,11.027923284277088,9.139253527748814,7.243001164830177,5.552250189342688,4.304433959840685,3.471686903151463,3.0222241792667592,3.1101584936136826,3.5176251902219513,3.756932821692328,3.663845496614994,3.3689167810959484,3.086664029105699,3.0001992271871694,3.2442504385970574,3.7322526755598227,4.252944033107661,4.647289389250695,4.8599022027583,4.919073072411192,4.869935510286951,4.79336476385786,4.711742813483313,4.641465140000001,4.6664346905340475,4.819531546755826,5.016864060503289,5.185265028734952,5.349578580108569,5.549942777716673,5.78076341359794,6.030435541321062,6.228203883042255,6.548839403636976,6.980455888702226,7.457608154979664,7.9826396241389705,8.570293897998303,9.223204440472687,9.919366275301073,10.614664740821558,11.210331415347213,11.64719763781612,11.920076499619597,12.05253204398671,12.075560002000346,12.0243789990279,11.942620647648324,11.88228332047061,11.87597091152313,11.975835498625665,12.207340052395365,12.535827385997866,12.87201781362297,13.071208123288335,13.097023069699846,12.988925000296312,12.848636275146916,12.802866935005852,12.8839962528941,13.138363751524393,13.535468020335347,13.857378898356817,13.820379868142796,13.257650920631672,12.071700466965531,10.579750311780618,8.964102824318944,7.40127514124072,6.172385502122117,5.474821111447911,5.259725437041775,5.221516261409799,4.94656075
7kg_10bpm,5CA,19.2963118,20.928110249343735,25.000142196642248,30.689027094088082,36.85665883051435,41.92600369244895,44.27476877348576,43.428148749748736,42.39959000172261,41.336314784660274,40.2387268288207,39.102798061361106,37.953068226345074,36.34056005909846,31.96034681445265,28.375772133152417,26.09788134922316,24.75336913214703,23.674007252551462,22.49726030917119,21.04263013043552,19.258369768357955,17.019700378415138,14.305593051914002,11.446453977737958,8.880809137041062,6.9415938739604695,5.676095678963743,5.011546540304263,4.861536709306792,5.104711161359375,5.594189239479498,6.351312392291967,6.677209649170477,6.457713222971026,5.870862235464584,5.201827740096273,4.586204382788781,4.172534180378739,4.066391334585976,4.34842015122954,5.0249537768434775,5.797153171957005,6.324356269479,6.5435343028289195,6.5829371935841285,6.609555410159577,6.859422048689847,7.38579858543028,7.977207152920836,8.36023384,8.447899485790717,8.297036404486402,8.101384699621244,8.01172228499085,7.925574252060915,8.061912760108468,8.458672285001569,8.981169223085601,9.414267580925998,9.538572985161224,9.255909577480208,8.644171555840119,7.954663425595167,7.410396728338567,7.154399538437295,7.214832352379555,7.478954563556791,7.750813451602951,7.895892770231937,7.9266443170418555,7.901129594395827,7.841021962621873,7.761213924377605,7.717003676705428,7.816918700994095,8.104962095463424,8.507578391077727,8.90949129687335,9.264293556374158,9.530246263668488,9.683101777744637,9.708678561466655,9.671242655018347,9.734579342262625,9.88357984922678,9.8652145394195,9.492507843115098,8.846050081516712,8.140430358650393,7.6129093779163295,7.299660540825239,7.111467087793327,6.9019510180756924,6.484991591872961,5.638092626550999,4.517186709505066,3.499849239983639,2.935777604157215,2.9522088831164393,3.37812688
7kg_10bpm,6CA,36.95871352,35.96520454680366,35.690006000896595,36.709055355901114,38.785148134788656,41.41946835902475,44.17029992921898,44.28025493743919,43.51228936902222,42.51994516975692,41.26741792769799,39.8297930959941,38.33283301112348,36.916341916084605,34.772282779648975,31.684913376381715,28.778898418298503,25.963081296545056,23.28666408559643,20.979949698659894,19.169052084374414,17.780407945517215,16.548905347492394,15.04635258134458,12.994175885177004,10.475905719999998,7.880503019362504,5.641578680368264,4.040366687356058,3.138838550097223,2.7701821198235046,2.651967436134664,2.660741427646642,2.8379513403247416,2.9459678045243294,2.8709879116019232,2.5201997989437865,2.249057749273722,2.163019546033437,2.159497979006499,2.22971124731375,2.4498023784952156,2.926690703810636,3.5474634398951927,4.160376358027504,4.7283069110629965,5.270526273536099,5.692754334784015,5.835718474270462,5.797387556945803,5.883648890000001,6.237363391467075,6.7658107083211245,7.305013697582192,7.775315883291439,8.226355690452236,8.736625735242784,9.269968522201133,9.79994483314063,10.278488617649597,10.797520991180086,11.478537371084412,12.299710428924424,13.099496007079392,13.693380908948985,14.005464400848354,14.067060159438677,13.961935336484762,13.763575198635216,13.490951919948271,13.130246713205995,12.76198412356125,12.425699804720379,12.252543223593475,12.266186776349144,12.43018181,12.633821809412666,12.72694995526433,12.587508263804372,12.16339297619174,11.49134980621573,10.67386817146959,9.82945995086431,9.071717265695998,8.512086372349271,8.228850472666165,8.198447716225287,8.354807623873215,8.607921918960663,8.836449741637846,8.864208815050064,8.611711796601643,8.132578611754107,7.576176708384934,7.03862353684399,6.535175581315167,6.04381846198603,5.533271155772089,5.043876611908945,4.703726973687554,4.63612139
7kg_10bpm,7CA,9.71317409,11.347701374139401,16.279118615663585,22.66543730002366,29.72364816185903,35.71296032233788,39.731947520198034,41.75304048378825,41.63714182696079,40.35258183750247,39.122176693210164,38.0609975498153,36.76467877131804,35.79089446659294,35.18912549985423,34.3030172311143,32.505731560859594,29.74802839375375,26.571400387857675,23.760940961609293,21.50683865356358,19.849123876116238,18.71345506859489,17.95920088632255,17.191070284147234,15.855313879180814,13.86279609415006,11.369067798725974,8.648017760225446,6.097089395774918,4.015674725400772,2.521078833090368,1.5049281956139933,1.101694585436847,0.8995751870298669,0.6185194300550876,0.029473980082026063,-0.6102732114911428,-1.133703916809973,-1.2846107556784203,-1.0734325775840314,-0.6002799947241138,0.010012000589370003,0.6868993696572955,1.3092067683966433,1.7833336850753945,2.1327365699274528,2.685310034383818,3.6000510698728965,4.516027605862335,5.098081257771528,5.129502119516717,4.762986668367451,4.520951572631035,4.770749573700613,5.447351400861036,6.56818256126519,7.805970548252958,8.930649706657169,9.896191287150112,10.704479729513858,11.386385120114866,11.931762722594895,12.285366145710853,12.450012037264461,12.490335658088293,12.470282477049599,12.405555851185209,12.189609011227436,11.762259601423334,11.141567208065041,10.359263390597752,9.481711712886472,8.62577135542144,7.975984568981803,7.677460274144383,7.816079120753466,8.319814555174041,8.992039297169391,9.591418047986938,9.922033986785133,9.990604500026963,9.792057627974021,9.401373932219876,8.857303117418654,8.234791874531789,7.546992399150763,6.801414365330685,6.15571606779927,5.7921740865570195,5.836468657011305,6.23983470040979,6.785753721916354,7.167274060111477,7.1209629788280004,6.444325848031436,5.121646150537143,3.3840658796484497,1.7667193163891406,0.6218871654251885,0.20838666
7kg_10bpm,8CA,28.69043171,25.5165226241699,22.675017866517877,20.3786866989822,19.852311184496457,22.032493555331293,26.773894236748042,32.78782452642061,38.89249511625562,43.064650958409665,44.75338912352229,43.017457675585895,40.964873711285165,39.39395007332839,38.233536008409565,37.21025580935992,36.12011256596428,34.553473122649706,31.350830162040296,27.83777426422652,24.85963083750253,22.92991972667254,21.83508577464777,20.99887056701156,19.59394631068972,17.004165013011626,13.434454319941446,9.84163514082536,6.912941144907019,4.792612164188066,3.499508953117038,3.0123539077378343,3.2411319313164273,3.8148880960625133,4.146337120103487,4.185438003691851,3.7702418439108274,2.7697320775337886,1.3742071654972168,0.25814793231367755,-0.5510282749591805,-0.8595053754598654,-0.6342592830743166,0.15942549834642383,1.282938429926887,2.223600209632488,3.1750283490291027,4.321439013366902,5.37536677354389,5.981704203192483,6.413269730000002,7.100591595274289,8.079832648342908,8.950716455509111,9.409823483504669,9.75296322977748,10.202727307659549,10.856212337026575,11.619162157410317,12.236208438472433,12.414142255947581,12.04803032000143,11.395991770708898,10.892460273782287,10.62700471405525,10.535668998229552,10.458378478583306,10.248168447793963,9.94693262214247,9.749175790017787,9.848618099040221,10.325991625546092,11.089960957370728,11.828260008964266,12.189417942738633,12.117036934485878,11.908518744167303,11.748419430085148,11.55236082782009,11.174377138277121,10.744866344337385,10.531485410768914,10.505136512038877,10.475712029068255,10.485213549422495,10.453144795925713,10.13130345869879,9.404756160670953,8.376910725634573,7.2591248923590275,6.284833916841632,5.726129663467059,5.765428150869614,6.340039753886021,7.117987785009421,7.509624105292696,6.8465772845589585,5.042007120022048,2.8042177688383347,1.2214169667506276,1.27812073
7kg_10bpm,9CA,29.2958786,24.270415611011167,22.590024944872507,25.93934860036635,32.81143071545144,39.76425545298437,42.24490333557934,41.15365070532116,40.2762743884009,39.129974030975596,37.64982477003187,35.955452029263384,34.49845010810203,33.62166154148111,33.20718795702855,32.77976324052462,31.735864863314347,29.55208822158258,26.561059305564296,23.646841428003118,20.893020999294897,17.971209729959288,15.07368309043995,12.520422085307267,10.171574278527649,7.634471086496229,4.906080861916403,2.639316677262552,1.4707195321960078,1.5249518000312534,2.109962774451962,2.6653448430956117,3.0568047388895976,3.355996008194464,3.458371365138873,3.624146317360254,3.8783245773549426,3.8263101991464286,3.5155241855710697,3.6079504603564927,4.576076014246795,6.298427849214878,7.935284241838265,8.945647497734095,9.213181463614204,9.199623833273904,9.32669777445272,9.774376261963527,10.481915567537083,11.414648681348813,12.476034327829375,13.470864882979786,14.087773421254198,14.097253535979815,13.576133603792162,12.83731261286294,12.253186342616647,12.044513000685887,12.103519769525407,12.118989580075828,11.853099842742012,11.32938107045293,10.818756901234423,10.548253752971481,10.636132329304331,11.0730833508502,11.578641565397142,11.764562057358686,11.522754491774911,11.105953279129528,10.841473629522328,10.677322633726591,10.243848767772649,9.298218714460981,7.904633314110246,6.47009972214297,5.5561431411456645,5.506628575414672,5.956438014098438,6.330369722473716,6.335826960301214,6.2268846690622315,6.189638544218163,6.177701150809176,6.171372649393795,6.10374801250723,5.9532921072489735,5.930426879612983,6.246021159533797,6.707559024757854,6.935675305949205,6.816577753778783,6.522229485785647,6.225491574396246,6.042522067059077,5.871085080823712,5.414292453357823,4.508640542292788,3.692072631313709,3.758981714537703,4.99401675
7kg_10bpm,10CA,27.88188032,27.037669191536075,27.751676571751485,30.360233788454085,34.17440031593247,38.27114813612775,41.45815102467194,43.12062598235563,42.479000342459074,41.765416987511294,41.34043847170607,39.97102425399361,36.9373662025317,33.62844076457171,30.81231621848068,28.65196160003735,26.754274359732513,24.54910399091742,21.956896258130463,19.215218886893616,16.712638749690104,14.448564079259642,12.15171669134339,9.544469874477132,6.735861678630254,4.246523059564214,2.555253670916472,1.698376689334046,1.2663774952199758,1.0645459233581356,0.714483316284315,0.3347575565432273,0.03723587466317597,0.24564684728357133,0.7578959519516086,1.3452910461003886,1.5182306455842638,1.2170226579932601,0.7638295121648282,0.6585623313922166,1.0727397716235074,1.70825034473217,2.2894387550167794,2.9037891562134,3.6943255917881066,4.467027944005868,5.3223542087682585,6.1582205349841,6.885860898173125,7.550384020074534,8.381080031659987,9.461910690336735,10.56849193314388,11.394386145322866,11.745646240824732,11.899411902657638,12.062674961421866,12.196439734520155,12.23272197312231,12.196095208302934,12.191335386831328,12.180466009770026,12.043866066506359,11.74846095668636,11.366939244903092,11.002745403533122,10.710177022572113,10.42798283794604,10.038124532292308,9.534642430038955,9.077339982923782,8.884265788484484,9.003640464766807,9.286908546989093,9.463998547247284,9.348361161722359,8.912294333727678,8.19114501081005,7.419040336597716,6.795719418199661,6.251979584057712,5.648572819742766,5.032432291098858,4.568689281288686,4.449473527406099,4.749736235048895,5.389265677759525,5.971457934630146,6.24781242250769,6.271328491646392,6.158384476457988,5.939407752874357,5.648308317008377,5.3693233496571455,5.071928627201449,4.735843339272557,4.369422282023385,4.080383646745644,4.066914440519694,4.471714034159244,5.0297644
7kg_10bpm,11CA,31.13479145,29.113985502280503,28.02228171277628,28.42663678697909,30.29202363,33.40063793883076,36.86481958706319,39.888923245080676,41.60004804,41.05617832336617,39.04703880076502,35.7430955128402,32.29911708,29.612619559912197,27.85098796726998,26.618511420550192,25.26333847,23.46275701186279,21.322247062456306,19.073618885778227,16.9077233,14.922612615182848,13.134145492117835,11.526073822107161,10.02925836,8.576374010079121,7.108817478793933,5.667259286812903,4.357639259999999,3.4182928094920957,2.664614157327609,2.201741193433707,1.99568008,1.8857352306940365,1.794887377116212,1.4884440550213038,1.13049232,0.7250244002780708,0.052250924038785326,-0.4889049795184316,-0.5971836100000001,-0.20553807022375947,0.7366653682736253,2.1742198849322363,3.75085663,4.892262136608668,5.350153623431022,5.260715077561483,4.941477609999999,4.877907037180247,5.264538064570348,5.977494624597382,6.800545529999999,7.631183295898465,8.528278726657604,9.527944846377267,10.51758419,11.363107238936504,11.949274811469753,12.508893482086675,13.11740262,13.729436750316747,14.332235484816048,14.82363578017862,15.06472318,15.033479033507586,14.856659913485665,14.642336464041163,14.4560651,14.321671113382026,14.183178945716287,13.990970183552616,13.706228880000001,13.355894429580829,13.041225494727296,12.845592733998911,12.749615299999999,12.62055706117614,12.275908916700354,11.600706719545302,10.769175519999997,9.994262455706043,9.434727582601461,9.081739225523663,8.86343023,8.674502094612707,8.514083127653919,8.440954276697934,8.48717825,8.579611561458979,8.591237969028818,8.444195528913411,8.18926082,7.860245137885959,7.430944925735196,6.779226046065531,5.776400519999999,4.360683404286908,2.755971008468219,1.3998744320372425,0.94771744
7kg_10bpm,12CA,29.26531362,33.06568334641929,36.48850742782025,39.16688860796669,41.22311212447079,42.72718731119554,43.6344529161889,42.54468796967432,41.0733044295941,39.540049580772546,38.210218390475724,36.992453623828446,35.866356280280804,34.84603641378836,34.03415056701313,33.25657919531143,32.40828712543794,31.383017752236192,30.124399206787103,28.648915412071915,27.011438067678263,25.202277714832064,23.181430907716365,21.04619622575154,18.629471222306886,15.63821898,12.470737590324378,9.679186800434792,6.889727577800152,4.974645888430723,3.7913499551340397,3.049942434128973,2.512688349614284,2.2048377418009277,2.28746825282864,2.375650799080208,2.3044317884493686,2.3857845934525437,2.7090021670952456,2.7211992936271803,2.3063020505711793,1.487998330412863,0.47371087436302983,-0.12601196127721564,0.008547864613191205,0.7242491453820248,1.6338631825142504,2.4349985184578533,2.6199421268391756,1.8252275926285593,1.02052211,0.7843189290169915,1.3579891057825864,2.667389642465922,4.33940006943437,6.022169351833924,7.391692927569462,8.252512483961167,8.871479217897226,9.631155148417397,10.706743119734421,12.00702925014099,13.308751217730801,14.383906618414944,15.065781340514187,15.27943829340543,15.05803652626814,14.543364657695532,13.983949687080408,13.544867399497598,13.236894076226957,12.914547532712792,12.44367398672125,11.788668551721342,11.043048563719898,10.391428190000001,9.891612469726896,9.448430578541108,9.061261032231652,8.705560878401304,8.432002724091703,8.388670914753323,8.624436604482979,9.028917727503504,9.412204636544287,9.600298046866747,9.439330152446452,8.876772474864207,8.08455655499151,7.429865684376537,7.200729604282966,7.458792619078466,7.927971493566868,8.291390807485184,8.405985096236185,8.144859267675168,7.249381171299926,5.580293480017412,3.4044093115303617,1.4796205284923043,0.12710191
