seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,176643.69777608363,1.6729504583256776,0.2953583300217816,3.4221074776716702,0.393405346083199,68.6462,68.6462,0.9028564427784044,16,
2AB,id:pelvis_ty_force,least_squares,True,177989.02463230683,1.6833179503335254,0.3205049243763104,3.6012543693090424,0.1523252450645958,68.6462,68.6462,0.8885558487806847,22,
3AB,id:pelvis_ty_force,least_squares,True,105391.46156973852,1.8874523429105003,0.1603692351403174,3.567484907604288,0.3449451095678013,68.6462,68.6462,0.886656515859867,16,
4AB,id:pelvis_ty_force,least_squares,True,105157.4532015064,1.7747973079084232,0.2631843963694757,3.597394931081284,0.4303064272898217,68.6462,68.6462,0.8922812627433043,55,
5AB,id:pelvis_ty_force,least_squares,True,162745.4629347297,1.9268393444801115,0.137115281904062,3.598183615811344,0.2399415752936389,68.6462,68.6462,0.8924678189989925,19,
6AB,id:pelvis_ty_force,least_squares,True,160518.31870922825,1.7680734552217685,0.2909337842446375,4.09775195543011,0.1980633740532669,68.6462,68.6462,0.8883641385544896,19,
7AB,id:pelvis_ty_force,least_squares,True,160857.11392126366,1.626394954946794,0.4308674036412603,3.789886596444207,0.3809844175926618,68.6462,68.6462,0.8833049354130736,19,
8AB,id:pelvis_ty_force,least_squares,True,134642.20527957976,1.8224610696658945,0.1962864938061443,3.67879556829446,0.2436195273706594,68.6462,68.6462,0.924302074080504,17,
9AB,id:pelvis_ty_force,least_squares,True,191367.1403951096,1.5722787080936873,0.6018413827944312,3.7005631847547455,0.1872527311030842,68.6462,68.6462,0.8985305935375598,28,
10AB,id:pelvis_ty_force,least_squares,True,150742.75480833926,1.825775762239828,0.1495641680415165,3.5953401789452344,0.3349312320404419,68.6462,68.6462,0.9270616131644264,15,
11AB,id:pelvis_ty_force,least_squares,True,202174.4303457051,1.6073163692420858,0.3931522487593696,3.4030561278333256,0.5209758081093994,68.6462,68.6462,0.8862763219088543,37,
1BC,id:pelvis_ty_force,least_squares,True,140443.29332524806,1.8944051074248789,0.1905814959353014,3.4530703007645003,0.3376281792210551,68.6462,68.6462,0.8883759262655159,20,
2BC,id:pelvis_ty_force,least_squares,True,116949.26920659291,2.030696697007138,0.2490681661880066,3.889825365133316,0.4072649874819385,68.6462,68.6462,0.8883683588886374,16,
3BC,id:pelvis_ty_force,least_squares,True,101440.7914530217,2.2085043112148304,0.1164243921727813,4.051603284857798,0.1698172431728856,68.6462,68.6462,0.8863794380789453,21,
4BC,id:pelvis_ty_force,least_squares,True,99372.90420517907,2.18175458305722,0.3053512015963178,4.164027235312743,0.3038763873535274,68.6462,68.6462,0.8797644871663919,21,
5BC,id:pelvis_ty_force,least_squares,True,99322.36025573467,2.149973779192429,0.2337953752274037,4.322477924589542,0.2347103872425919,68.6462,68.6462,0.8814466814580542,15,
6BC,id:pelvis_ty_force,least_squares,True,104315.0559295138,1.8978036753256804,0.2171564751354888,4.111600352031619,0.2194828805989344,68.6462,68.6462,0.8880332882099472,21,
7BC,id:pelvis_ty_force,least_squares,True,102746.58511736688,2.098848796720217,0.1887529459552168,4.158553802103741,0.3718915929346083,68.6462,68.6462,0.8692520817926829,32,
8BC,id:pelvis_ty_force,least_squares,True,111789.86636236342,1.853606925579748,0.3890953761245825,3.8135070865042815,0.2514382658372801,68.6462,68.6462,0.8857202573614031,20,
9BC,id:pelvis_ty_force,least_squares,True,133799.4886687874,1.8837565857031413,0.3120207571497014,4.023841144906871,0.3165161834335146,68.6462,68.6462,0.8924004043909491,24,
10BC,id:pelvis_ty_force,least_squares,True,110411.86816908476,1.947299230633848,0.2003148971750257,3.777451982067908,0.3996496474414913,68.6462,68.6462,0.8844964925796558,26,
11BC,id:pelvis_ty_force,least_squares,True,107486.52567469137,2.0521582986004865,0.1892084522872713,3.921921928762649,0.3068027579604371,68.6462,68.6462,0.8968019617026344,23,
1CA,id:pelvis_ty_force,least_squares,True,180788.10538128825,1.9969061060750493,0.3503263157435038,3.936831406713596,0.2467508806903417,68.6462,68.6462,0.8879546153176668,19,
2CA,id:pelvis_ty_force,least_squares,True,129830.55257962584,1.9993012466664268,0.3645764176830683,4.280207273298164,0.7254639993935944,68.6462,68.6462,0.8797779078955629,39,
3CA,id:pelvis_ty_force,least_squares,True,125008.1228185068,2.0808068109644853,0.1437052597855516,4.052145309197229,0.1375284132893101,68.6462,68.6462,0.8883367545586547,14,
4CA,id:pelvis_ty_force,least_squares,True,125253.00289910556,2.123706122738904,0.2569200741643466,4.175226280080665,0.3035523369647009,68.6462,68.6462,0.866485354876762,20,
6CA,id:pelvis_ty_force,least_squares,True,118165.5256269233,1.814683458991127,0.3182531998090913,4.019994418619364,0.7999999999996239,68.6462,68.6462,0.8849075408127071,17,
7CA,id:pelvis_ty_force,least_squares,True,173608.2337071505,2.094168047051957,0.262324304821902,4.288617237608296,0.7999999999973565,68.6462,68.6462,0.8889716029466465,27,
8CA,id:pelvis_ty_force,least_squares,True,126257.13864401264,2.1383363640468462,0.1435824130540284,4.285127731094166,0.3564762352823742,68.6462,68.6462,0.8762323776201486,18,
9CA,id:pelvis_ty_force,least_squares,True,156544.64945950685,1.98132996113388,0.2095045626841787,4.385218002887198,0.7999999999995488,68.6462,68.6462,0.9016909060630351,30,
10CA,id:pelvis_ty_force,least_squares,True,93666.87606312583,2.0366887249783816,0.2456492245247788,4.261606113064625,0.4743510149875553,68.6462,68.6462,0.8867760828798716,19,
11CA,id:pelvis_ty_force,least_squares,True,134189.32481209346,2.1553951091839765,0.1511858088266455,4.138222347975094,0.5382298480581365,68.6462,68.6462,0.885222159655982,17,
