seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,68620.03949888072,0.6662421512254494,0.3397847376048719,2.695291133314242,0.2139154838764071,68.6462,68.6462,0.8868450455692651,18,
2AB,id:pelvis_ty_force,least_squares,True,79416.08160396153,0.6933206923130768,0.2415252205648002,2.2861347792207845,0.5796968506753294,68.6462,68.6462,0.9317393396966808,37,
3AB,id:pelvis_ty_force,least_squares,True,52938.91507954862,0.6510871736886223,0.2451396550909483,2.445194777525709,0.2158115461216596,68.6462,68.6462,0.9350072921906308,19,
4AB,id:pelvis_ty_force,least_squares,True,67462.40063032138,0.7072377180029052,0.2681047122122886,2.4772578026837,0.1546857273001203,68.6462,68.6462,0.93286904424854,23,
5AB,id:pelvis_ty_force,least_squares,True,52627.69278985853,0.569959525199951,0.3346302798107967,2.477305855014436,0.2176454070181059,68.6462,68.6462,0.9363526739152006,19,
6AB,id:pelvis_ty_force,least_squares,True,51283.308601902274,0.6628063194390088,0.4123422258893766,2.5338329317448136,0.2895244990380841,68.6462,68.6462,0.9237785894522188,19,
7AB,id:pelvis_ty_force,least_squares,True,45905.95340374439,0.4842081534356062,0.4036427684946091,2.3162575714513025,0.1793638659290884,68.6462,68.6462,0.9378933034852024,17,
8AB,id:pelvis_ty_force,least_squares,True,54996.91915590587,0.7563529645582828,0.353918247588356,2.4790876940321613,0.3354037320923518,68.6462,68.6462,0.9720757584727852,18,
9AB,id:pelvis_ty_force,least_squares,True,51095.28400181188,0.7645258571843934,0.290532399578419,2.527618962633051,0.1962307158816689,68.6462,68.6462,0.9135034297644172,16,
10AB,id:pelvis_ty_force,least_squares,True,50759.02370436265,0.7514484891398652,0.2087372173267891,2.351679226210932,0.2897831686515547,68.6462,68.6462,0.9520581743453403,16,
1BC,id:pelvis_ty_force,least_squares,True,64635.747362349786,1.1455182193251552,0.1868996717370775,2.272160496312919,0.270019599787064,68.6462,68.6462,0.9621465892660984,15,
2BC,id:pelvis_ty_force,least_squares,True,48792.72079587951,1.063885588594783,0.1862075852538319,2.213018852556038,0.3532955122081411,68.6462,68.6462,0.9093326513739304,14,
3BC,id:pelvis_ty_force,least_squares,True,43461.62482411247,1.054199864614746,0.2302358412231878,2.217043922125777,0.4681183270365095,68.6462,68.6462,0.9086190177157888,19,
4BC,id:pelvis_ty_force,least_squares,True,62231.74176636197,1.0482881531068995,0.1395428849898591,2.1148452210362985,0.3371245343064815,68.6462,68.6462,0.9188146943769248,16,
5BC,id:pelvis_ty_force,least_squares,True,54390.66059131071,1.0244105935519563,0.1996046206858791,2.181139420623335,0.2353208527348309,68.6462,68.6462,0.8923459194062471,19,
6BC,id:pelvis_ty_force,least_squares,True,44850.05179905825,1.096272544158062,0.1869335390123407,2.156348848943218,0.3425684865981304,68.6462,68.6462,0.9394439184014926,15,
7BC,id:pelvis_ty_force,least_squares,True,47102.12681752385,1.0085133262731691,0.1236373330639795,2.2282704054633617,0.2181255289391633,68.6462,68.6462,0.9104189280831336,21,
8BC,id:pelvis_ty_force,least_squares,True,39732.19072696755,1.1254860235183484,0.1554853064989955,2.2090218180028582,0.3233907450877077,68.6462,68.6462,0.93264990251092,15,
9BC,id:pelvis_ty_force,least_squares,True,57243.39760055814,1.073959425578706,0.1363116853179785,2.104343019551183,0.2797149095724657,68.6462,68.6462,0.9429038770593589,16,
10BC,id:pelvis_ty_force,least_squares,True,49578.89821446769,0.980167310782328,0.1921066303000036,2.107696351472725,0.3629676683942509,68.6462,68.6462,0.8984970540476914,19,
1CA,id:pelvis_ty_force,least_squares,True,84288.57329938294,1.0363576112282318,0.1406054587171037,2.6518383308139226,0.7999999999996289,68.6462,68.6462,0.9418295143509652,18,
2CA,id:pelvis_ty_force,least_squares,True,69351.96057588527,1.0587122982757975,0.1143900329730031,2.5826612419154324,0.7999999999999993,68.6462,68.6462,0.9630244596861852,36,
3CA,id:pelvis_ty_force,least_squares,True,78800.41185653515,1.0952523442124824,0.1244917620178806,2.709817728377891,0.7999999999999888,68.6462,68.6462,0.9244199324501688,24,
4CA,id:pelvis_ty_force,least_squares,True,60415.70693625706,1.0265371898935125,0.0952247808162283,2.673580531818718,0.71363789930709,68.6462,68.6462,0.9715395320355622,23,
5CA,id:pelvis_ty_force,least_squares,True,62718.644939728525,1.0217494335963877,0.088720054117228,2.7535179471246063,0.7161838647888787,68.6462,68.6462,0.9466737569481732,30,
6CA,id:pelvis_ty_force,least_squares,True,69921.56109599351,0.9446907903796046,0.1089342599830044,2.543653719049524,0.6734286370448265,68.6462,68.6462,0.959414115736438,33,
7CA,id:pelvis_ty_force,least_squares,True,66719.08153543845,1.0444850834175126,0.1244471989708896,2.73869975845706,0.7067238412352613,68.6462,68.6462,0.938179344495941,16,
8CA,id:pelvis_ty_force,least_squares,True,51503.26766216519,1.0880075358839452,0.1176921792357491,2.504305926338472,0.7999999999998214,68.6462,68.6462,0.9774159195722016,26,
9CA,id:pelvis_ty_force,least_squares,True,64934.7407804047,1.07926779030614,0.120005464925024,2.519873332070243,0.7999999999999999,68.6462,68.6462,0.9789697653401092,22,
10CA,id:pelvis_ty_force,least_squares,True,56610.63773866896,0.9811221395530844,0.16394518898043992,2.7432696492277713,0.7441247908473283,68.6462,68.6462,0.9313480419520813,35,
