seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,90243.77779112603,1.4196011780715396,0.4097177508073315,3.935958010949584,0.2630792711356672,98.066,98.066,0.9916302391126744,19,
2AB,id:pelvis_ty_force,least_squares,True,63271.3282513157,1.4275894276644556,0.6362359518031263,3.657973658990589,0.513841401685815,98.066,98.066,0.9801859300009238,26,
3AB,id:pelvis_ty_force,least_squares,True,76312.10338619309,1.4542829673884272,0.5931233091030556,3.7656853388268834,0.4803492549693979,98.066,98.066,0.9936203987980484,25,
4AB,id:pelvis_ty_force,least_squares,True,48300.12903671179,1.4898193986258983,0.5480540687118991,3.741957922378006,0.4898971449826468,98.066,98.066,0.9824529572270856,28,
5AB,id:pelvis_ty_force,least_squares,True,87076.77174213174,1.4001290083233002,0.5613551998908156,3.785474733731576,0.3403165320108824,98.066,98.066,0.9855650551379364,17,
6AB,id:pelvis_ty_force,least_squares,True,76291.0876072539,1.4218945150235718,0.5733102531493476,3.86189909382384,0.3639447825207549,98.066,98.066,0.9863849804953286,16,
7AB,id:pelvis_ty_force,least_squares,True,58669.69232274553,1.4757397720339085,0.5322023737186472,3.838848400317662,0.5206815326184856,98.066,98.066,1.0020080357526324,24,
8AB,id:pelvis_ty_force,least_squares,True,63582.23951017851,1.4471485136180164,0.4532014285389088,3.71179040809588,0.447638097388454,98.066,98.066,0.9979781050167092,29,
9AB,id:pelvis_ty_force,least_squares,True,46563.07258771079,1.5734084718877446,0.4331770992589157,3.886426888772265,0.2983362249207994,98.066,98.066,0.9950401765927548,23,
10AB,id:pelvis_ty_force,least_squares,True,54037.85555525882,1.5950568171741193,0.4817260608857006,3.871320035272164,0.4733880189891797,98.066,98.066,1.001168082656818,13,
11AB,id:pelvis_ty_force,least_squares,True,63184.07304913217,1.503017500313074,0.4833692829267074,3.749012193333841,0.4837217982382595,98.066,98.066,1.0018904097690513,21,
1BC,id:pelvis_ty_force,least_squares,True,65423.49175764992,1.8671825077773256,0.2516130055585227,3.540935206939137,0.4194230917517038,98.066,98.066,0.9882183910665604,25,
2BC,id:pelvis_ty_force,least_squares,True,58940.81258442705,1.860305053016804,0.1958527017766335,3.3689115593791925,0.3418256447906568,98.066,98.066,0.9797737131785595,23,
3BC,id:pelvis_ty_force,least_squares,True,47539.66336846528,1.843364550672497,0.2202193363539935,3.208020292623205,0.548167782671058,98.066,98.066,0.984018350211722,25,
4BC,id:pelvis_ty_force,least_squares,True,39728.6389978963,1.877768576188325,0.2469165829629117,3.2786963075096827,0.435846153629681,98.066,98.066,0.9840717546256365,26,
5BC,id:pelvis_ty_force,least_squares,True,51022.51991830276,1.7689881829024263,0.2097166484632159,3.1399503751596844,0.5570180295466853,98.066,98.066,0.983402620666034,22,
6BC,id:pelvis_ty_force,least_squares,True,66141.33487091112,1.83767275420502,0.222856810788578,3.286073035978712,0.4457836851774579,98.066,98.066,0.9856370455511556,26,
7BC,id:pelvis_ty_force,least_squares,True,55230.309898193096,1.8149875572758924,0.2233797323727672,3.3283358488094104,0.4623491454287854,98.066,98.066,0.9912259859826296,20,
8BC,id:pelvis_ty_force,least_squares,True,54805.2724812119,1.764037771195606,0.18598964888851,3.135907826772323,0.5114562554413996,98.066,98.066,0.9907422504161864,23,
9BC,id:pelvis_ty_force,least_squares,True,46330.31758923325,1.8595848244420328,0.2251391237445353,3.3003451409608817,0.450425054729308,98.066,98.066,0.995777213734208,19,
10BC,id:pelvis_ty_force,least_squares,True,48701.36601714611,1.956129799732617,0.1864961715087589,3.4560877821320872,0.4348455803359929,98.066,98.066,0.9929099400513778,18,
11BC,id:pelvis_ty_force,least_squares,True,70569.63628443624,1.821874380766753,0.2421818295658819,3.3123602082492867,0.3863043620976709,98.066,98.066,0.9867436457809728,19,
1CA,id:pelvis_ty_force,least_squares,True,95089.79547038864,1.8669385561883984,0.1737613843244782,3.9858596440020095,0.7049296388639642,98.066,98.066,0.9784162976454832,27,
2CA,id:pelvis_ty_force,least_squares,True,106967.97800138836,1.9321667118998465,0.181178750523145,3.835313947360562,0.6030608851771768,98.066,98.066,0.9832831013757042,21,
3CA,id:pelvis_ty_force,least_squares,True,68553.7863850697,1.7993298633418306,0.160825677976285,4.081915376754365,0.5948543676859158,98.066,98.066,0.9872480562900214,16,
5CA,id:pelvis_ty_force,least_squares,True,94860.7528413735,1.725257377717703,0.1701057259531373,3.9874226760775713,0.5869915975570028,98.066,98.066,0.9842925785675352,26,
6CA,id:pelvis_ty_force,least_squares,True,75419.89121348913,1.862184608415143,0.1781899909410038,4.12881760182861,0.7999999999998947,98.066,98.066,0.9874612565277168,30,
7CA,id:pelvis_ty_force,least_squares,True,84209.21260587363,1.8422428200167948,0.1950773404467495,4.089241956225525,0.7999999999999376,98.066,98.066,0.9837606320603212,28,
8CA,id:pelvis_ty_force,least_squares,True,94261.95634119812,1.771670434738952,0.1765517494136766,3.998000995450016,0.7999999999999127,98.066,98.066,0.977152290095346,24,
9CA,id:pelvis_ty_force,least_squares,True,75394.09150548096,1.7661214615498666,0.1827971462091785,4.191631758525389,0.7999999999202176,98.066,98.066,1.000296284823986,28,
10CA,id:pelvis_ty_force,least_squares,True,63525.71530933557,1.8252110050067265,0.1854332304836944,3.9859335764745967,0.7999999999999391,98.066,98.066,0.9866974231999815,27,
11CA,id:pelvis_ty_force,least_squares,True,78199.82110014703,1.7741542556565122,0.1821458202151222,3.9512332192379014,0.7999999999998717,98.066,98.066,0.9916595514765365,27,
