time,residual,w_smooth,w_rect
0.01,63.76709043,0.0,0.0
0.02,65.53026345,0.0,0.0
0.03,67.72908719,0.0,0.0
0.04,70.42623171,0.0,0.0
0.05,73.6383012,0.0,0.0
0.06,77.30670835,0.0,0.0
0.07,81.28832587,0.0,0.0
0.08,85.36261624,0.0,0.0
0.09,89.26085598,0.0,0.0
0.1,92.71611016,0.0,0.0
0.11,95.51340258,0.0,0.0
0.12,97.52271793,0.0,0.0
0.13,98.71217786,0.0,0.0
0.14,99.14613889,0.0,0.0
0.15,98.97099013,0.0,0.0
0.16,98.3870466,0.0,0.0
0.17,97.60728387,0.0,0.0
0.18,96.81493757,0.0,0.0
0.19,96.12907156,0.0,0.0
0.2,95.57117653,0.0,0.0
0.21,95.04075374,0.0,0.0
0.22,94.33480427,0.0,0.0
0.23,93.22118544,0.0,0.0
0.24,91.52630708,0.0,0.0
0.25,89.18916887,0.0,0.0
0.26,86.26494865,0.0,0.0
0.27,82.88802043,0.0,0.0
0.28,79.21158968,0.0,0.0
0.29,75.35386021,0.0,0.0
0.3,71.37511571,0.0,0.0
0.31,67.27701858,0.0,0.0
0.32,63.01862332,0.0,0.0
0.33,58.55977328,0.0,0.0
0.34,53.91565542,0.0,0.0
0.35,49.18866571,0.0,0.0
0.36,44.55941571,0.0,0.0
0.37,40.23843401,0.0,0.0
0.38,36.40159754,0.0,0.0
0.39,33.14765566,0.0,0.0
0.4,30.49903588,0.0,0.0
0.41,28.43259151,0.0,0.0
0.42,26.91586942,0.0,0.0
0.43,25.93231331,0.0,0.0
0.44,25.48473316,0.0,0.0
0.45,25.58050006,0.0,0.0
0.46,26.22221709,0.0,0.0
0.47,27.42073877,0.0,0.0
0.48,29.20998835,0.0,0.0
0.49,31.63241484,0.0,0.0
0.5,34.69388353,0.0,0.0
0.51,38.309474,0.0,0.0
0.52,42.27191127,0.0,0.0
0.53,46.27007254,0.0,0.0
0.54,49.95736445,0.0,0.0
0.55,53.0446635,0.0,0.0
0.56,55.38582489,0.0,0.0
0.57,57.02965392,0.0,0.0
0.58,58.21192644,0.0,0.0
0.59,59.26723843,0.0,0.0
