seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,261212.8266429724,1.0833612242573654,0.2568534880356174,2.424425164595021,0.3402981619075282,98.066,98.066,0.983101964224374,27,
2AB,id:pelvis_ty_force,least_squares,True,369633.9207666817,0.9893645324588424,0.263925515079185,2.2067272075040183,0.3151509664186325,98.066,98.066,1.0366279052282916,22,
3AB,id:pelvis_ty_force,least_squares,True,351422.1675390674,1.021934037241116,0.2626824796292555,2.2709577281165165,0.2965129761872834,98.066,98.066,1.0055286157581749,19,
4AB,id:pelvis_ty_force,least_squares,True,314438.7954270465,1.0082948515784105,0.2763740237210904,2.2013294653733926,0.4069347257224315,98.066,98.066,1.0142134244474408,15,
5AB,id:pelvis_ty_force,least_squares,True,358110.6397885735,0.9735955754883946,0.2819741072384076,2.2431022703245507,0.3286112161652204,98.066,98.066,1.0225680969809048,19,
6AB,id:pelvis_ty_force,least_squares,True,197003.6909949464,0.9337745001692412,0.2739763959201151,1.9753640892863693,0.581132707419821,98.066,98.066,1.0063947383504823,23,
7AB,id:pelvis_ty_force,least_squares,True,242590.07918444643,0.9655647170070628,0.2299101585987926,2.1786964322456326,0.1975719581291499,98.066,98.066,1.0253479578729092,18,
8AB,id:pelvis_ty_force,least_squares,True,299796.7217186666,1.0039543823520118,0.2396017819895423,1.9536190716664203,0.5649763721708497,98.066,98.066,1.0061403190748286,26,
9AB,id:pelvis_ty_force,least_squares,True,303587.372022387,1.0490047935048965,0.2144899868243339,2.2842679105544588,0.2737000842724333,98.066,98.066,1.0252308404413917,18,
10AB,id:pelvis_ty_force,least_squares,True,256387.3803071564,0.9757734740149434,0.2568046100230903,2.150332050735386,0.148220943495431,98.066,98.066,1.0155649002572498,28,
1BC,id:pelvis_ty_force,least_squares,True,170681.28874264637,1.2180400174021708,0.1420654205859847,2.1595910717210858,0.2982731992025074,98.066,98.066,0.9745071560669624,19,
2BC,id:pelvis_ty_force,least_squares,True,156132.9681160319,1.231566497241737,0.1160076384813876,2.0670323431224507,0.2763698309440665,98.066,98.066,0.9632556827684676,16,
3BC,id:pelvis_ty_force,least_squares,True,173236.5641641376,1.1952785556625187,0.1610460343559015,2.1223346060518566,0.2231870037904492,98.066,98.066,0.962191543195399,22,
4BC,id:pelvis_ty_force,least_squares,True,170996.9689686443,1.2107127994760365,0.1379125149303426,2.1040125090514703,0.244882681967255,98.066,98.066,0.9576324858708598,49,
5BC,id:pelvis_ty_force,least_squares,True,143022.29876739427,1.2733669940165973,0.1336198778437907,2.1662711110292268,0.3549536445629165,98.066,98.066,0.9694422754223546,16,
6BC,id:pelvis_ty_force,least_squares,True,149676.5416383088,1.2229166279601829,0.1359252182744804,2.1289329061324813,0.2217815005451878,98.066,98.066,0.9681804428540122,16,
7BC,id:pelvis_ty_force,least_squares,True,151359.8238741948,1.223324582354335,0.1389968669530233,2.2601074278619007,0.1546972189074072,98.066,98.066,0.9676112947082854,25,
8BC,id:pelvis_ty_force,least_squares,True,153684.03748351548,1.1633364503026922,0.1517161946004302,2.131681167570296,0.180944452798253,98.066,98.066,0.9543060618059146,16,
9BC,id:pelvis_ty_force,least_squares,True,147547.11334201935,1.2094997460358368,0.139960854663215,2.04036729690531,0.3203816782725073,98.066,98.066,0.9604527554702053,32,
10BC,id:pelvis_ty_force,least_squares,True,123700.4927090602,1.1955463368404615,0.1094838717842183,2.114713300384783,0.2050591178326848,98.066,98.066,0.9483491996386588,20,
1CA,id:pelvis_ty_force,least_squares,True,232590.25469919184,1.262719768437284,0.099967067771368,2.56376982057736,0.7999999999971577,98.066,98.066,1.0396619518927428,32,
2CA,id:pelvis_ty_force,least_squares,True,207850.57350072832,1.2118141488320242,0.139425677793104,2.3540204633023114,0.7999999999999425,98.066,98.066,0.9798372511069976,27,
3CA,id:pelvis_ty_force,least_squares,True,238910.48975221164,1.2058850791159494,0.1299550955374774,2.5835968898238955,0.1315390859862112,98.066,98.066,0.9850754731047476,17,
4CA,id:pelvis_ty_force,least_squares,True,223925.2746667188,1.2196740905584027,0.1582536564607968,2.534395646006918,0.2118153442335986,98.066,98.066,0.9764273572999854,22,
5CA,id:pelvis_ty_force,least_squares,True,227634.9551967733,1.1956892503416048,0.0864927138078943,2.375255424025938,0.7999999999982423,98.066,98.066,0.9680957329637544,37,
6CA,id:pelvis_ty_force,least_squares,True,207688.4478341972,1.1929728775232529,0.1330985556770533,2.3803806688052256,0.4188519875084463,98.066,98.066,0.9631296659062742,22,
7CA,id:pelvis_ty_force,least_squares,True,215026.6163311395,1.198872829307451,0.1150713287588176,2.50351647872606,0.2040681844911724,98.066,98.066,0.9898676734946013,20,
8CA,id:pelvis_ty_force,least_squares,True,185561.86550589016,1.2030690638981647,0.1040073560886425,2.348645271368393,0.7374887788218828,98.066,98.066,0.9750033380240516,31,
9CA,id:pelvis_ty_force,least_squares,True,178834.5808198952,1.2196163788612746,0.1226205530313889,2.439882206182044,0.3316258002159154,98.066,98.066,0.9872591601334516,24,
10CA,id:pelvis_ty_force,least_squares,True,164858.51390053966,1.2278753054692964,0.12181070338042327,2.479124420211591,0.37415420476899863,98.066,98.066,0.9941606859116088,21,
