time,residual,w_smooth,w_rect
0.01,145.82917474,0.0,0.0
0.02,145.70407171,0.0,0.0
0.03,145.39227536,0.0,0.0
0.04,144.91882136,0.0,0.0
0.05,144.34553033,0.0,0.0
0.06,143.74014583,0.0,0.0
0.07,143.15359898,0.0,0.0
0.08,142.6202655,0.0,0.0
0.09,142.1733267,0.0,0.0
0.1,141.85539009,0.0,0.0
0.11,141.71640003,0.0,0.0
0.12,141.80070875,0.0,0.0
0.13,142.12683563,0.0,0.0
0.14,142.66982383,0.0,0.0
0.15,143.35869421,0.0,0.0
0.16,144.09016552,0.0,0.0
0.17,144.74911302,0.0,0.0
0.18,145.22787722,0.0,0.0
0.19,145.44637886,0.0,0.0
0.2,145.37305321,0.0,0.0
0.21,145.03549532,0.0,0.0
0.22,144.51626032,0.0,0.0
0.23,143.94079566,0.0,0.0
0.24,143.45783272,0.0,0.0
0.25,143.2052567,0.0,0.0
0.26,143.26485135,0.0,0.0
0.27,143.62454333,0.0,0.0
0.28,144.17027069,0.0,0.0
0.29,144.7169606,0.0,0.0
0.3,145.06707192,0.0,0.0
0.31,145.07153138,0.0,0.0
0.32,144.67161047,0.0,0.0
0.33,143.91238125,0.0,0.0
0.34,142.92696672,0.0,0.0
0.35,141.89842515,0.0,0.0
0.36,141.01057674,0.0,0.0
0.37,140.40189816,0.0,0.0
0.38,140.13814135,0.0,0.0
0.39,140.21275567,0.0,0.0
0.4,140.57067438,0.0,0.0
0.41,141.13870858,0.0,0.0
0.42,141.84739642,0.0,0.0
0.43,142.63993455,0.0,0.0
0.44,143.47194273,0.0,0.0
0.45,144.30429399,0.0,0.0
0.46,145.09400724,0.0,0.0
0.47,145.79110329,0.0,0.0
0.48,146.34431058,0.0,0.0
0.49,146.71262057,0.0,0.0
0.5,146.87469893,0.0,0.0
0.51,146.83102005,0.0,0.0
0.52,146.59808779,0.0,0.0
0.53,146.20001116,0.0,0.0
0.54,145.66715562,0.0,0.0
0.55,145.04257036,0.0,0.0
0.56,144.38540096,0.0,0.0
0.57,143.76365909,0.0,0.0
0.58,143.24084129,0.0,0.0
0.59,142.86712868,0.0,0.0
0.6,142.67695875,0.0,0.0
0.61,142.6869457,0.0,0.0
0.62,142.89216482,0.0,0.0
0.63,143.26004292,0.0,0.0
0.64,143.72341011,0.0,0.0
0.65,144.18102003,0.0,0.0
0.66,144.51234994,0.0,0.0
0.67,144.60437884,0.0,0.0
