seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,131946.25324347086,1.5938522285875778,0.2842232230224463,3.068222379538887,0.2695676609736882,98.066,98.066,0.9450205612096776,17,
2AB,id:pelvis_ty_force,least_squares,True,127082.9461038178,0.674549254958326,0.2026674775999585,2.1985428985324416,0.2579008185816793,98.066,98.066,0.8714290066543822,14,
3AB,id:pelvis_ty_force,least_squares,True,146652.99945515618,0.6253013396989039,0.1546596702857914,2.0285214498349253,0.3056992026879149,98.066,98.066,0.864719604330097,20,
4AB,id:pelvis_ty_force,least_squares,True,125580.1509445522,0.5665086503266525,0.20052886006028,2.148920565627458,0.1963028598891246,98.066,98.066,0.869729488773667,18,
5AB,id:pelvis_ty_force,least_squares,True,124323.96099845304,0.6269806420707655,0.2311946187306846,2.2151324364160048,0.2411362979082245,98.066,98.066,0.8732383176926064,25,
6AB,id:pelvis_ty_force,least_squares,True,108897.73808821834,0.6754125505394658,0.2243228574271948,2.223136268104248,0.2312957548659851,98.066,98.066,0.8799418685005259,17,
7AB,id:pelvis_ty_force,least_squares,True,109970.59299386467,0.5800919689613602,0.2260800723633141,2.107996234464766,0.2420975208107451,98.066,98.066,0.8588033377501266,19,
8AB,id:pelvis_ty_force,least_squares,True,132628.128326102,0.6296894476867335,0.2618815107780943,2.144213753768605,0.29639916210603,98.066,98.066,0.8789668662181491,13,
10AB,id:pelvis_ty_force,least_squares,True,117533.49301276208,0.5092714956704926,0.3061617895089692,2.169074056043699,0.2496933270715136,98.066,98.066,0.8634774279066959,13,
11AB,id:pelvis_ty_force,least_squares,True,128133.62883607516,0.7456345007270531,0.2214033935901091,2.2874603945938894,0.2278903271932665,98.066,98.066,0.9252853161646236,17,
1BC,id:pelvis_ty_force,least_squares,True,169493.8741922549,1.0984670476111755,0.1237764618833948,2.4583731048349096,0.2042356484366599,98.066,98.066,0.8031019260697976,24,
2BC,id:pelvis_ty_force,least_squares,True,107653.33378816932,0.7497305718556181,0.2296905563514575,2.05085671375972,0.2790975193065656,98.066,98.066,0.8428534251482495,19,
3BC,id:pelvis_ty_force,least_squares,True,115045.21226332328,0.8005031140799651,0.1712466089685211,2.037949601636128,0.2557765322734268,98.066,98.066,0.8230035861182725,13,
4BC,id:pelvis_ty_force,least_squares,True,109716.84636664524,0.8575509748504708,0.2030022631631095,2.200386739376768,0.2443302694521215,98.066,98.066,0.8168167874746619,17,
5BC,id:pelvis_ty_force,least_squares,True,127582.260204336,0.8124986575841698,0.1989358697400209,2.1775066482636403,0.2318292287694454,98.066,98.066,0.8148295958974009,16,
6BC,id:pelvis_ty_force,least_squares,True,111516.39124607088,0.94725024023945,0.2754405660577249,2.448544770101099,0.2252903902134916,98.066,98.066,0.7814273547646782,19,
7BC,id:pelvis_ty_force,least_squares,True,102778.3689129584,0.7793615688719391,0.1799692875243183,1.9676309900774944,0.293304067217117,98.066,98.066,0.8628678542792109,15,
8BC,id:pelvis_ty_force,least_squares,True,109289.14034511396,0.9230140961473776,0.1622063265308804,2.1760576519765933,0.2242598088489425,98.066,98.066,0.8226116078207432,17,
9BC,id:pelvis_ty_force,least_squares,True,110596.71988842588,0.9596960392262742,0.2158167880799152,2.192339647965306,0.2326155209655476,98.066,98.066,0.799750860193995,14,
10BC,id:pelvis_ty_force,least_squares,True,93705.7011334673,0.9271380370762812,0.1616992198606586,2.1782495290475508,0.3122304896564438,98.066,98.066,0.8169197228847079,18,
11BC,id:pelvis_ty_force,least_squares,True,105105.26815797552,0.8759747864391357,0.2225233773637499,2.2870772978972544,0.2337024937957731,98.066,98.066,0.807405240582273,17,
1CA,id:pelvis_ty_force,least_squares,True,111668.261557998,0.9929147744965552,0.1543100125469781,2.644731192172319,0.7296455010171411,98.066,98.066,0.876017978502273,23,
2CA,id:pelvis_ty_force,least_squares,True,122259.49762015816,0.7478760555187784,0.1330840722699523,2.369473679113608,0.372731681904045,98.066,98.066,0.9022306209313616,29,
3CA,id:pelvis_ty_force,least_squares,True,97352.79547406986,0.9084950400845844,0.1633509270174337,2.432502328967413,0.7568533330286649,98.066,98.066,0.8797812879721261,37,
4CA,id:pelvis_ty_force,least_squares,True,100581.74733950038,0.9259327723407982,0.1395646601583453,2.5016607773645534,0.6146656432796304,98.066,98.066,0.8728529557384919,27,
5CA,id:pelvis_ty_force,least_squares,True,118541.35463436124,0.8520198004822644,0.1905784184998231,2.4163294799828545,0.7702969961027701,98.066,98.066,0.8521419794882038,31,
6CA,id:pelvis_ty_force,least_squares,True,93596.02681084728,0.9279750282414262,0.1890799246359732,2.444275818325673,0.6942731892707958,98.066,98.066,0.8854098983777631,22,
7CA,id:pelvis_ty_force,least_squares,True,93618.36716786816,0.9806583300394156,0.1284813833374078,2.5708182983277617,0.3350879501570985,98.066,98.066,0.8860536385129583,20,
