seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,85095.36801789262,0.8004693104302594,0.2221851783828025,2.536643369607267,0.3103074631883671,98.066,98.066,0.9453348719659792,16,
2AB,id:pelvis_ty_force,least_squares,True,78300.2196045235,0.8144779632817205,0.310307380609266,2.463916487415603,0.2626636639381076,98.066,98.066,1.0149010731508152,22,
3AB,id:pelvis_ty_force,least_squares,True,83077.15858998355,0.6994121988053298,0.3576178309606205,2.44669483347887,0.2205828342804826,98.066,98.066,1.0048658910915536,23,
4AB,id:pelvis_ty_force,least_squares,True,87702.5254723464,0.7514401909434334,0.278743933956565,2.3564450539036024,0.3091093863213097,98.066,98.066,1.0090322413926514,24,
5AB,id:pelvis_ty_force,least_squares,True,85699.15483228462,0.9132458695092114,0.3327374100756434,2.530002957409911,0.3258695560720964,98.066,98.066,1.029597568589261,21,
6AB,id:pelvis_ty_force,least_squares,True,93788.372666415,0.8082724716236468,0.3958090769417287,2.503031230249237,0.2772159634571456,98.066,98.066,0.9709388017103728,18,
7AB,id:pelvis_ty_force,least_squares,True,81751.34668124515,0.7415163533911386,0.4065564371704644,2.3506347927034072,0.415676742790631,98.066,98.066,0.9984855088839728,16,
8AB,id:pelvis_ty_force,least_squares,True,76235.0523519757,0.769472504432305,0.3689011444715772,2.2809090334463056,0.4351705123628501,98.066,98.066,1.0038421538585658,16,
9AB,id:pelvis_ty_force,least_squares,True,75099.71748898318,0.7106312821002575,0.4442898380960201,2.303137405648505,0.2895630420147952,98.066,98.066,0.9937999146073292,20,
10AB,id:pelvis_ty_force,least_squares,True,78150.25080581292,0.7197201839133963,0.4459316254620806,2.456196160286475,0.2415655183211331,98.066,98.066,0.9450821572016528,19,
1BC,id:pelvis_ty_force,least_squares,True,119982.15302380935,1.132355119055745,0.1505981070752349,2.283371904603656,0.2958420814592483,98.066,98.066,0.9427819917508538,20,
2BC,id:pelvis_ty_force,least_squares,True,95214.67670496348,1.0719362182451708,0.1500234346876079,2.13609295305292,0.416858909592317,98.066,98.066,0.919437829568962,24,
3BC,id:pelvis_ty_force,least_squares,True,73271.56968124199,1.056007950536654,0.1593605630778376,2.147584926492833,0.284017684084448,98.066,98.066,0.9255276847145364,15,
4BC,id:pelvis_ty_force,least_squares,True,70193.52379467082,1.061326405040019,0.2019865837248991,2.3001846230276874,0.2197069296447124,98.066,98.066,0.91688688158895,12,
5BC,id:pelvis_ty_force,least_squares,True,73525.49299218727,1.0306958245483546,0.1787700514069738,2.0533160393919827,0.3926671635505613,98.066,98.066,0.9271171677807624,15,
6BC,id:pelvis_ty_force,least_squares,True,74471.45362871497,1.1042630041698815,0.1732965092445497,2.273500878562042,0.2984201894048356,98.066,98.066,0.9259541233175096,18,
7BC,id:pelvis_ty_force,least_squares,True,68239.11491146067,1.1602643799877053,0.1830059317095919,2.28502725800055,0.3380338025142055,98.066,98.066,0.9458323391409468,15,
8BC,id:pelvis_ty_force,least_squares,True,74482.49815272962,1.037707486162889,0.1762020190888559,2.1060511192235505,0.2807647251569989,98.066,98.066,0.927886567686708,14,
9BC,id:pelvis_ty_force,least_squares,True,92556.54029943698,1.0354889906508031,0.15846932572619,2.2028126952401927,0.1762615447655169,98.066,98.066,0.9252029403826872,22,
10BC,id:pelvis_ty_force,least_squares,True,95340.68638015803,1.0574313415451473,0.2326047325776105,2.2404645679615425,0.2468710077951362,98.066,98.066,0.9352025612152758,17,
1CA,id:pelvis_ty_force,least_squares,True,156648.08988686552,1.041762094523104,0.1517463412813359,2.619696349797491,0.7999999999999932,98.066,98.066,0.9414848090791592,28,
2CA,id:pelvis_ty_force,least_squares,True,124037.64450531588,1.0821501099452222,0.0899532147807023,2.5508377002125604,0.7999999999999764,98.066,98.066,0.9917378857676086,27,
3CA,id:pelvis_ty_force,least_squares,True,113623.48514401168,1.001683888133987,0.1054505284497658,2.696244387855735,0.7999999999999551,98.066,98.066,0.9096295880615418,24,
4CA,id:pelvis_ty_force,least_squares,True,89349.73912485971,1.1459647561393338,0.1278504160360117,2.9794975774532384,0.4198409566575178,98.066,98.066,0.8859184003810157,24,
5CA,id:pelvis_ty_force,least_squares,True,119467.53818163738,1.0006262816066376,0.1502109244116768,2.67294450342631,0.7999999999958373,98.066,98.066,0.9378369642083784,25,
6CA,id:pelvis_ty_force,least_squares,True,107458.9048353634,1.1295257023482244,0.1351325598865712,2.7473638309386708,0.7999999999999999,98.066,98.066,0.9348322416245884,24,
7CA,id:pelvis_ty_force,least_squares,True,106557.49041186052,1.1086668172137628,0.0949320947086628,2.7831743333469325,0.6977389561294297,98.066,98.066,0.9551208379010852,29,
8CA,id:pelvis_ty_force,least_squares,True,115667.90672523464,1.0084643703292526,0.1110388873213412,2.724093022861837,0.148805825234246,98.066,98.066,0.9698694136042032,24,
9CA,id:pelvis_ty_force,least_squares,True,103995.659414022,1.1175885565556567,0.1220404334381116,2.6606893906231885,0.6137830686877287,98.066,98.066,0.9771587485518956,29,
10CA,id:pelvis_ty_force,least_squares,True,92504.65629427164,1.1243759897600902,0.12482847725889894,2.776966601802558,0.485275783983412,98.066,98.066,0.9521339810223846,39,
