cond,seg,net_max,net_rms,hicks_5pct_max,hicks_5pct_rms,hicks_1pct_max_moment_placeholder,section,hicks_1pct_max
7kg_16bpm,8AB,976.3288754129549,716.2473394494842,48.816443770647744,35.812366972474216,,AB,9.76328875412955
7kg_16bpm,9AB,934.0701639842551,715.6319954994937,46.70350819921276,35.78159977497469,,AB,9.340701639842552
7kg_16bpm,10BC,908.8847431573042,715.5889589383596,45.44423715786522,35.77944794691798,,BC,9.088847431573042
7kg_16bpm,1BC,895.38673359024,714.9069384154877,44.76933667951201,35.74534692077439,,BC,8.9538673359024
7kg_16bpm,2BC,893.1386104890388,715.0999830414132,44.656930524451944,35.75499915207066,,BC,8.931386104890388
7kg_16bpm,3BC,908.4960253535595,716.1564032426447,45.42480126767798,35.80782016213224,,BC,9.084960253535595
7kg_16bpm,4BC,893.405973388214,716.2118673440006,44.6702986694107,35.81059336720003,,BC,8.93405973388214
7kg_16bpm,5BC,916.3330562512983,717.0086666957402,45.81665281256492,35.85043333478701,,BC,9.163330562512984
7kg_16bpm,6BC,960.6352089251019,717.4471695195563,48.0317604462551,35.87235847597781,,BC,9.606352089251018
7kg_16bpm,7BC,930.5650938646611,717.1161983868496,46.52825469323306,35.855809919342484,,BC,9.305650938646611
7kg_16bpm,8BC,928.2174478219808,716.2183742694621,46.41087239109905,35.81091871347311,,BC,9.282174478219808
7kg_16bpm,9BC,896.1212673437501,715.6919269450806,44.806063367187505,35.78459634725403,,BC,8.961212673437501
7kg_16bpm,10CA,905.659088086611,714.0148690456858,45.28295440433055,35.70074345228429,,CA,9.056590880866109
7kg_16bpm,1CA,870.9083460429454,714.3242740216048,43.54541730214727,35.71621370108024,,CA,8.709083460429454
7kg_16bpm,2CA,947.0556787573298,714.3519860311605,47.35278393786649,35.71759930155803,,CA,9.4705567875733
7kg_16bpm,3CA,928.3317196075581,713.9504557024438,46.4165859803779,35.697522785122196,,CA,9.283317196075581
7kg_16bpm,4CA,917.1902245032056,714.1644172921326,45.85951122516028,35.70822086460663,,CA,9.171902245032056
7kg_16bpm,5CA,963.7767549100796,714.5826568203905,48.18883774550398,35.72913284101953,,CA,9.637767549100797
7kg_16bpm,6CA,934.845998567758,714.1082945125848,46.7422999283879,35.70541472562925,,CA,9.34845998567758
7kg_16bpm,7CA,992.0314267422373,715.3776501107452,49.601571337111864,35.76888250553726,,CA,9.920314267422373
7kg_16bpm,8CA,934.4256988034647,714.8610310372582,46.721284940173234,35.74305155186291,,CA,9.344256988034648
7kg_16bpm,9CA,931.2236943486558,713.790790281032,46.561184717432795,35.689539514051596,,CA,9.312236943486559
