cond,net_max_mean,net_max_std,hicks_5pct_max_mean,hicks_5pct_rms_mean,n_seg
15kg_10bpm,829.0637133330854,18.63542028066688,41.45318566665427,35.699016539912954,36
15kg_16bpm,904.1700433080242,30.178281165059218,45.208502165401214,35.794655010747896,30
7kg_10bpm,853.6144657372129,28.54511654731661,42.68072328686065,35.70204488548467,36
7kg_16bpm,918.788168469353,32.52936292867517,45.93940842346765,35.7685248444621,30
