seg,residual_source,solver,success,cost,t1,d1,t2,d2,B,B_theory,B_edge_over_theory,nfev,qc_warning
1AB,id:pelvis_ty_force,least_squares,True,356285.5771325357,0.9948840359470548,0.2478234310339737,2.5637872579053296,0.2882693275628999,68.6462,68.6462,0.8542080972921057,34,
2AB,id:pelvis_ty_force,least_squares,True,248224.15463406523,0.9231903883296844,0.1330843374019171,2.1431930439152813,0.3506498665795353,68.6462,68.6462,0.9044652934546854,24,
3AB,id:pelvis_ty_force,least_squares,True,267685.8648675733,1.0411834331622678,0.1533216642571467,2.3973108383017068,0.1400307195833314,68.6462,68.6462,0.92425607438762,32,
4AB,id:pelvis_ty_force,least_squares,True,222688.3271738845,0.9723657907393308,0.1042256989904456,2.5080145793676643,0.05,68.6462,68.6462,0.91413986630424,111,
5AB,id:pelvis_ty_force,least_squares,True,269543.5701373302,0.9316115689726095,0.1982990193881239,2.3634695990271943,0.2203278214136409,68.6462,68.6462,0.9325479891122316,20,
6AB,id:pelvis_ty_force,least_squares,True,411014.932782892,0.4213807098524716,0.7999999999995558,2.3012011555027048,0.7999999999999999,68.6462,68.6462,0.9262336389883996,15,
7AB,id:pelvis_ty_force,least_squares,True,282291.75252460095,1.0238203383956506,0.1029511264218863,2.4676270930198965,0.074948080590772,68.6462,68.6462,0.8899767426881833,28,
8AB,id:pelvis_ty_force,least_squares,True,242042.80922922044,1.104031682214187,0.1268082199027152,2.384734648274285,0.3128324444106193,68.6462,68.6462,0.8166946450915327,40,
9AB,id:pelvis_ty_force,least_squares,True,273104.83178090095,1.021908598809516,0.1175834985863123,2.35399595017413,0.2919458947578818,68.6462,68.6462,0.8477946972887006,17,
10AB,id:pelvis_ty_force,least_squares,True,169102.66470581677,1.1330477322310102,0.0987275121822689,2.607796600968586,0.0652969259623507,68.6462,68.6462,0.9057279701985418,39,
1BC,id:pelvis_ty_force,least_squares,True,375872.6104446096,1.2805036381844697,0.0701814772785889,2.3502744512880263,0.2154795662251769,68.6462,68.6462,0.9004171373537891,31,
2BC,id:pelvis_ty_force,least_squares,True,466309.2914041735,1.177533621193061,0.0559606762373134,2.1689339035764266,0.1947666387639873,68.6462,68.6462,0.8676010879442024,28,
3BC,id:pelvis_ty_force,least_squares,True,418731.5901492109,1.2422428865312312,0.1148441036302091,2.1759177926267608,0.4021942243405654,68.6462,68.6462,0.8879761716898945,28,
4BC,id:pelvis_ty_force,least_squares,True,320204.92014455376,1.2475667008391602,0.0853865748573594,2.282148437641164,0.1768514453089647,68.6462,68.6462,0.875070593411023,32,
5BC,id:pelvis_ty_force,least_squares,True,347525.04612112127,1.1976966691040478,0.0726400444627345,2.265904405210695,0.1135570483819872,68.6462,68.6462,0.8848595633301555,23,
6BC,id:pelvis_ty_force,least_squares,True,469906.21234806126,1.0946895976702056,0.0511559864334278,2.055788669954456,0.2357993281246193,68.6462,68.6462,0.8867151278599258,26,
7BC,id:pelvis_ty_force,least_squares,True,292796.7580220901,1.2326525234846233,0.0902101907025782,2.1978450897974984,0.132399333086114,68.6462,68.6462,0.9371324345603068,17,
8BC,id:pelvis_ty_force,least_squares,True,435439.0261006297,1.195822682711124,0.0500000000000034,2.1618500743280853,0.1380626901881346,68.6462,68.6462,0.8700737831867191,27,
9BC,id:pelvis_ty_force,least_squares,True,363713.1059879522,1.3540693771625487,0.0695179634635535,2.2610353759617863,0.180953526188844,68.6462,68.6462,0.8809932882779283,24,
10BC,id:pelvis_ty_force,least_squares,True,263545.32716699294,1.256423595665727,0.1048639254091014,2.37842438799669,0.0870439410290733,68.6462,68.6462,0.8627219915976099,31,
1CA,id:pelvis_ty_force,least_squares,True,478994.5538434452,1.2044762210280384,0.0538159281367745,2.2836030211937395,0.7999999999999999,68.6462,68.6462,0.8939647715929723,29,
2CA,id:pelvis_ty_force,least_squares,True,502009.7736672863,1.200118169616991,0.0500028013101767,2.4743734346566963,0.1192037307235229,68.6462,68.6462,0.864023768843495,228,
3CA,id:pelvis_ty_force,least_squares,True,347766.54318921856,1.2242069983110673,0.0691981597648879,2.5733468856777346,0.140314840808734,68.6462,68.6462,0.9395849946865944,31,
4CA,id:pelvis_ty_force,least_squares,True,442918.2711370628,1.3397758855580002,0.0611838377440304,2.724585638139881,0.2880849141313373,68.6462,68.6462,0.8982193697067675,24,
5CA,id:pelvis_ty_force,least_squares,True,324282.89709539013,1.2060038382267046,0.0508494584822724,2.440415788918156,0.7999999999904147,68.6462,68.6462,0.9122138470626968,37,
6CA,id:pelvis_ty_force,least_squares,True,405864.7043369188,1.1960347912403893,0.0500000000000136,2.341639670124671,0.7999999986127521,68.6462,68.6462,0.902184944376054,49,
7CA,id:pelvis_ty_force,least_squares,True,480376.1729087678,1.5628954914214357,0.0627417620714107,2.7480359883119565,0.7999999999999905,68.6462,68.6462,0.7679842396642952,29,
8CA,id:pelvis_ty_force,least_squares,True,419338.1368875072,1.3538587122260362,0.0500000000006903,2.3905650520938977,0.7999999999903917,68.6462,68.6462,1.0211103829033907,29,
9CA,id:pelvis_ty_force,least_squares,True,271437.095374223,1.342774833854116,0.05,2.651371106983442,0.2464208441085143,68.6462,68.6462,0.9442982486213338,46,
10CA,id:pelvis_ty_force,least_squares,True,226193.67478290925,1.2024097088429957,0.06622534368865139,2.335942398347443,0.7999999999999988,68.6462,68.6462,0.8952870013483746,32,
